question_id,run,offset,sufficiency_likelihood,native_margin,answer_accuracy
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,1,0,0.9996200155129514,7.875000072934199,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,-2,0.9399133471961122,2.7499999534338713,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,-1,0.962673111183377,3.2499999590218067,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,0,0.9997040429349234,8.125000163709046,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,3,-2,0.9740426441679384,3.6250000540167098,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,3,-1,0.9830850870894692,4.062500021420419,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,3,0,0.9986749775686916,6.624999989347998,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,1,-2,0.0124316499384702,-4.375000074505806,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,1,-1,0.9465966745315056,2.875000085681677,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,1,0,0.9968273177826794,5.7500001976732165,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,1,1,0.9959298627371258,5.500000111758709,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,2,-2,0.0124316499384702,-4.375000074505806,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,2,-1,0.9465966660571644,2.8749999180436134,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,2,0,0.9986749776484114,6.625000049592927,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,2,1,0.8933094131553264,2.125000074505806,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,2,2,0.9740426398352604,3.624999882653355,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,3,-2,0.0124316510304119,-4.3749999855645,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,3,-1,0.9399133498259924,2.75,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,3,0,0.9964063978091656,5.6250001090811566,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,3,1,0.9724147181479416,3.5625000139698386,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,3,2,0.9970189673870944,5.812500039348379,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,1,-2,0.7772998611746911,1.25,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,1,-1,0.9626731111164454,3.2499999571591616,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,1,0,0.9993736657415496,7.374999839696102,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,2,-2,0.9553191309994468,3.0625000298023224,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,2,-1,0.955319129806856,3.062500001862645,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,2,0,0.999144099426248,7.062500073661795,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,3,-2,0.6224593347036828,0.5000000149011612,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,3,-1,0.970687767234724,3.4999999292194843,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,3,0,0.9902915220948488,4.624999851919711,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,2,-2,0.9991440993758484,7.062500014726538,0.8
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,2,-1,0.9875683469400628,4.374999820254743,0.8
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,2,0,0.9968273173566984,5.750000062980689,0.8
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,1,-2,0.0109869404952807,-4.500000196509063,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,1,-1,0.8519528076067262,1.7500000447034836,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,1,0,0.999290329528042,7.2499998972634785,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,2,-2,0.0109869404952807,-4.500000196509063,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,2,-1,0.8354835432479661,1.6250000447034836,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,2,0,0.999088948700192,6.999999884195859,0.6
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,3,-2,0.010986941815936,-4.500000074971467,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,3,-1,0.9603611567155504,3.187499890103936,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,3,0,0.999569442934564,7.750000036918209,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,1,-2,0.946596664362296,2.8749998845160007,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,1,-1,0.9626731135259804,3.250000024214387,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,1,0,0.9988304895873956,6.749999873689376,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,2,-2,0.6654105554292292,0.6874999850988388,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,2,-1,0.9626731132582542,3.2500000167638063,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,2,0,0.9975273766374864,5.999999916530214,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,3,-2,0.766293653760418,1.1875000596046448,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,3,-1,0.9603611619626266,3.1875000279396772,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,3,0,0.9973683255353012,5.937499813386239,0.8
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,1,-2,0.7772998611746911,1.25,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,1,-1,0.9579122767402743,3.1250001154839993,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,1,0,0.9998766054249618,9.000000007683411,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,2,-2,0.9770226315953248,3.750000067055226,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,2,-1,0.9783846679070064,3.812500031664967,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,2,0,0.9994472212503942,7.499999796040356,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,3,-2,0.7981867873410141,1.3750000596046448,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,3,-1,0.9579122721594764,3.125000001862645,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,3,0,0.999920326961907,9.437499645624484,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,3,-2,0.9982992778743714,6.375000168336555,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,3,-1,0.974042643343788,3.625000021420419,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,3,0,0.9991440993235076,7.062499953521183,0.8
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,1,-2,0.0203323534539645,-3.874999994412065,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,1,-1,0.9433475706106724,2.812499923631549,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,1,0,0.9999646437492844,10.25000000073851,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,2,-2,0.0203323534539645,-3.874999994412065,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,2,-1,0.9046505383142494,2.250000037252903,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,2,0,0.999684961247976,8.062499816020136,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,2,1,0.999447221352448,7.499999980762368,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,2,2,0.9998686481885598,8.93749989054777,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,3,-2,0.6926419736178532,0.8124999552965164,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,3,-1,0.9989677690861096,6.875000119151082,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,3,0,0.9981897889614916,6.312499993189704,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,1,-2,0.2568319942316933,-1.0624999850988388,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,1,-1,0.9579122701319096,3.124999951571226,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,1,0,0.999808895710472,8.5625001379085,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,1,-2,0.95531913012488,3.0625000093132257,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,1,-1,0.8596637478133583,1.8124999776482584,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,1,0,0.9996849612280264,8.062499752675649,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,2,-2,0.9648551508200914,3.3124999180436134,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,2,-1,0.7662936457545743,1.1875000149011612,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,2,0,0.9971990729148468,5.874999957741238,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,3,-2,0.9196425347566864,2.437500048428774,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,3,-1,0.9324533112067128,2.625000037252903,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,3,0,0.9994115911795092,7.437499996711267,0.8
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,1,-2,0.9553191312379647,3.062500035390258,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,1,-1,0.9669140207770578,3.374999973922968,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,1,0,0.9992445944505096,7.187500110274414,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,2,-2,0.9964063973735604,5.624999987427145,0.2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,2,-1,0.9553191320330254,3.0625000540167093,0.2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,2,0,0.9971990729018406,5.874999953084625,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,3,-2,0.84389509961001,1.6874999776482582,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,3,-1,0.9924227582471548,4.874999935505912,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,3,0,0.9994806951134806,7.562499957566615,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,1,-2,0.8807970877561717,2.0000000931322575,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,1,-1,0.9706877699641152,3.5000000251457095,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,1,0,0.9988304898406084,6.750000090454705,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,1,1,0.9850429151975084,4.187500121537596,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,1,2,0.979667644561082,3.874999894760549,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,2,-2,0.5467381519846138,0.1875,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,2,-1,0.9324533093296392,2.6250000074505806,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,2,0,0.999684961246748,8.062499812120222,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,3,-2,0.182425521583901,-1.5000000149011612,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,3,-1,0.9850429127344956,4.187499954365194,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,3,0,0.9995416871209436,7.68750004710455,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,1,-2,0.96036116189172,3.187500026077032,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,1,-1,0.9808759649087644,3.9375000884756446,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,1,0,0.9996430293241731,7.937499885694706,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,2,-2,0.9496693653548398,2.9374999571591616,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,2,-1,0.8596637505099167,1.8125,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,2,0,0.9998601779007508,8.874999831175955,0.6
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,1,-2,0.3208213105652724,-0.7499999552965164,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,1,-1,0.2227001336663842,-1.2500000298023224,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,1,0,0.4532618480153861,-0.1875,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,1,1,0.2942149752572525,-0.8749999850988388,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,1,2,0.1645164669929161,-1.6249999701976776,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,2,-2,0.0203323529345374,-3.8750000204890966,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,2,-1,0.6370308013713525,0.5625000298023224,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,2,0,0.6076631698328917,0.4375,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,2,1,0.125922758684703,-1.9375000558793545,0.8
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,2,2,0.0503306358025464,-2.937499932944774,0.8
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,3,-2,0.1192029157640123,-2.0000000596046448,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,3,-1,0.3486451387178759,-0.6249999850988388,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,3,0,0.6076631733854572,0.4375000149011612,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,3,1,0.2450850076183952,-1.1250000298023224,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,3,2,0.067546695832313,-2.624999925494194,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,1,-2,0.8438951045175643,1.6875000149011612,0.6
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,1,-1,0.9830850844412306,4.062499862164259,0.4
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,1,0,0.9973683260034206,5.937499991734512,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,2,-2,0.4073334000459302,-0.375,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,2,-1,0.9706877712095656,3.5000000689178705,0.4
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,2,0,0.9975273767221924,5.999999950872734,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,3,-2,0.5621765008857981,0.25,0.6
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,3,-1,0.9890130555123932,4.499999829102308,0.2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,3,0,0.9968273169837352,5.749999945051968,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,3,1,0.9914225149862425,4.75000004703179,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,1,-2,0.7431680086124811,1.0625,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,1,-1,0.7310585698407664,0.9999999552965164,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,1,0,0.9980732654859932,6.25000007764902,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,2,-2,0.9433475728006672,2.812499964609742,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,2,-1,0.8670357683915538,1.875000074505806,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,2,0,0.9994806951134806,7.562499957566615,0.8
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,3,-2,0.9859363746484324,4.250000122003257,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,3,-1,0.97557690883638,3.6874999534338713,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,3,0,0.9973683260003652,5.937499990570359,0.6
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,3,1,0.9808759632491112,3.9375,0.8
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,3,2,0.988312742101122,4.437500008381903,0.8
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,1,-2,0.9867771790436428,4.312500061001629,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,1,-1,0.972414719122244,3.562500050291419,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,1,0,0.9995121429383268,7.625000125321094,0.8
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,2,-2,0.8438951054990752,1.6875000223517418,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,2,-1,0.9603611595518078,3.187499964609742,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,2,0,0.998299277324302,6.374999844352715,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,3,-2,0.9099070103134425,2.312500052154064,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,3,-1,0.9362850071925534,2.687500024214387,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,3,0,0.999512142761244,7.6249997621634975,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,3,-2,0.7772998663336157,1.2500000298023224,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,3,-1,0.9755769090360924,3.6874999618157744,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,3,0,0.9993736658534952,7.37500001853914,0.6
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,2,-2,0.9099070026788096,2.3124999590218067,0.2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,2,-1,0.9553191306019164,3.0625000204890966,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,2,0,0.9964063970421672,5.624999894876964,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,3,-2,0.5774953651858118,0.3125,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,3,-1,0.9603611591972756,3.1874999552965164,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,3,0,0.9997834559811132,8.437500143227226,0.8
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,1,-2,0.7431680114566557,1.0625000149011612,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,1,-1,0.8933093996634686,2.124999932944774,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,1,0,0.9994806950209116,7.562499779218342,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,2,-2,0.7879311943979352,1.3124999925494194,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,2,-1,0.8596637469145053,1.8124999701976776,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,2,0,0.9984988176239934,6.4999999204301275,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,3,-2,0.9603611594809012,3.187499962747097,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,3,-1,0.93991335382341,2.7500000707805157,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,3,0,0.9966233880288272,5.687500122003257,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,1,-2,0.6224593347036828,0.5000000149011612,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,1,-1,0.679178699175393,0.75,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,1,0,0.9706877691956456,3.499999998137355,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,1,1,0.9724147179480848,3.562500006519258,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,1,2,0.9783846657601738,3.812499930150807,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,2,-2,0.8267117940706734,1.5625,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,2,-1,0.7185943955841166,0.9375000149011612,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,2,0,0.9944450745490429,5.187499864725396,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,3,-2,0.5926665999540697,0.375,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,3,-1,0.6224593312018546,0.5,0.0
