sample,comparison,question_id,delta
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,-0.262972448285658
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,-0.24974784165058908
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,-0.3811645625348811
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no25,-0.29763580559179514
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no27,-0.25207994799462763
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no33,-0.19990914417138972
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,-0.42286977690452104
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,-0.25579978678221466
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,-0.09883005510975569
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,-0.4268137690162283
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,-0.2940489730020596
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,-0.36357184268011267
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,-0.4402295621395005
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,-0.19519246535893955
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,-0.18015582231886207
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no71,-0.4202346421772052
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,-0.26410271890191306
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,-0.21621823753269276
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,-0.5550503580171214
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,-0.32358061668524796
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,-0.5124909258727514
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,-0.11971106487648357
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,-0.44689321048595815
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,-0.24342952758911737
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,-0.49501475454092736
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,-0.37523586193651126
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,-0.3469561903662171
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,-0.19754694301539857
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no96,-0.3199280564924556
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,-0.13363316219476823
conflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,-0.21816622611140823
