sample,comparison,question_id,delta
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,0.7345630990994985
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,0.6684756605940826
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,0.5911308852734234
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,0.7061114369517805
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,0.6659368902464398
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,0.8895635044936956
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,0.5642624627677658
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,0.5522909879079091
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,0.6800756933488107
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,0.5160897208303233
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,0.6403516517451785
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,0.5909537246448965
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,0.5962436297864335
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,0.8295400908589855
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,0.2988015213278799
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,0.05421217286518781
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,0.6741654892445975
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,0.8890852472784232
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,0.6197257321397355
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,0.653419246291692
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,0.8685899523500664
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,0.9681464272958338
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,0.05267173571589399
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,0.39811382792587163
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,0.7404849410032606
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,0.8542686248052025
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,0.2670762864972889
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,0.09420380631838395
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,0.7035299286276094
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,0.7741869945011249
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,0.939184324542472
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,0.9404512059812126
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,0.44200230044076233
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,0.2856688205212731
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,0.8408844589977256
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,0.9845745156955289
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,0.7684318455322762
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,0.6351376481029569
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,0.8760722583791635
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,0.3758627517624101
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,0.23367995934674912
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,0.905487515435654
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,0.9067911297475959
unconflicted,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,0.6526249866313757
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,-0.2003869966955699
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,-0.40891646542042887
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,-0.45233782967042835
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,-0.4052616256100668
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,-0.3863632495268911
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,-0.4508536721165499
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,-0.32258329268802627
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,-0.35818410223508695
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,-0.36907286121178257
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,-0.39621203501849944
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,-0.43419862238838974
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,-0.3634076993565332
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,-0.5024451390031311
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,-0.3912569561087779
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,-0.3065484582993221
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,-0.4442638281930165
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,-0.11761358467213862
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no34,0.010253506542706096
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,-0.3524965393083522
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,-0.35960819768962166
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,-0.32390954871963096
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,-0.26188827441796125
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,0.00470650185251993
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,-0.27444325462799884
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,-0.1958926548531371
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,-0.33069340322799357
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,-0.4959901350700986
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,-0.19193009156201626
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,-0.4480331945713376
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,-0.2572406945729353
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,-0.4294055266411452
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,-0.41891853791691136
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,-0.3573791922954343
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,-0.3688358251913593
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,-0.1913953660228278
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,0.004322287734299786
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,-0.3754227528541978
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,-0.4792743456332032
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,-0.43152212374389015
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,-0.47527999817083666
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,-0.47072145865477255
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,-0.27675973891102884
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,-0.1803922808647136
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,-0.31934838537670746
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,-0.3907427901514831
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,-0.27446873270986344
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,-0.27117861831049545
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,-0.12830416084657695
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,-0.4097214142911591
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,-0.3774296214288912
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,-0.2885865342163942
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,-0.3488819734811295
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,-0.2050995044597184
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,-0.2629978245069755
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,-0.2612054042179505
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,-0.457521557243932
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,-0.36692693131648674
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,-0.17661051993571716
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,-0.38518046084286367
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,-0.13053178937082538
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,-0.2626665159946366
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,-0.4389201563921283
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,-0.14837982208943093
unconflicted,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,-0.2957182500853442
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,-0.266042657144056
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,-0.4705407343078269
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,-0.4610798203196378
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,-0.44495506930496553
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,-0.3922845995278821
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,-0.5598762973187311
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,-0.3338353629321607
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,-0.3744569076506942
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,-0.41879617803337177
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,-0.4153787694926141
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,-0.43757685387337913
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,-0.4345777957896822
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,-0.531571056702755
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,-0.39464218435613324
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,-0.37085408841757905
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,-0.45986471121460504
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,-0.16383915760452103
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no34,-0.011729216344975958
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,-0.42262555511741756
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,-0.48702948647755523
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,-0.36524402752482205
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,-0.4020051803005699
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,-0.024640458896444273
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,-0.31493069941959057
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,-0.34590248691837916
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,-0.3864112035059048
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,-0.5312417854053654
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,-0.24541688250288737
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,-0.5050959415890667
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,-0.28096666856023206
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,-0.49323907781667814
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,-0.3954691482050667
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,-0.4647747050419435
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,-0.49996140903241143
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,-0.24276765829347136
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,-0.06259840644883687
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,-0.39624621329760307
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,-0.4805833479525841
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,-0.4602626133368002
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,-0.5966692669969834
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,-0.5231227356675819
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,-0.28222222258399365
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,-0.18985243127985585
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,-0.360621563977453
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,-0.4574541221941298
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,-0.3474849307513371
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,-0.3475134611306409
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,-0.16251992377020355
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,-0.48921906570216867
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,-0.4449570258998288
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,-0.3952607803281671
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,-0.4949146187575246
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,-0.18606439575781716
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,-0.3077167298553218
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,-0.265496044660849
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,-0.4661838855806153
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,-0.4221209454968396
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,-0.24747061197537343
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,-0.4516033627725025
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,-0.23204247410170264
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,-0.3834540004641626
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,-0.47921170733739044
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,-0.21469711270451972
unconflicted,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,-0.41052584952791893
