sample,comparison,question_id,delta
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,0.13993860222150914
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,0.5522909879079091
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,0.6800756933488107
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,0.5160897208303233
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,0.6403516517451785
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,0.5909537246448965
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,0.5962436297864335
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,0.3463401879615395
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,0.8295400908589855
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,0.2988015213278799
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,0.971359783241457
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,0.6376467649972183
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,0.05421217286518781
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,0.6741654892445975
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,0.8890852472784232
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,0.6197257321397355
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,0.653419246291692
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,0.8685899523500664
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,0.35206872323029836
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,0.9681464272958338
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,0.05267173571589399
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,0.39811382792587163
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,0.7404849410032606
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,0.8542686248052025
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,0.2670762864972889
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,0.09420380631838395
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,0.7035299286276094
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no71,0.9874715842508809
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,0.13516920214078168
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,0.7741869945011249
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,0.939184324542472
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,0.7560834296838331
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,0.7394234770132485
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,0.5038145110664565
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,0.9404512059812126
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,0.9734903266833029
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,0.7753621281293809
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,0.44200230044076233
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,0.2856688205212731
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,0.6742429510814173
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,0.8408844589977256
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,0.13990324623532227
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,0.6057275821456465
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,0.9845745156955289
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,0.7684318455322762
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,0.6730506996932206
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,0.6351376481029569
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,0.656057877478092
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,0.8760722583791635
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,0.3472777463206218
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,0.3758627517624101
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,0.23367995934674912
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,0.905487515435654
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,0.9067911297475959
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no96,0.7852837465904013
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,0.6526249866313757
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,0.4307371450123984
all,Relevant vs. unrelated,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,0.7258912874312348
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,-0.2003869966955699
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,-0.40891646542042887
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,-0.11773041424896431
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,-0.13063543545316728
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,-0.45233782967042835
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,-0.4052616256100668
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,-0.3863632495268911
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,-0.4508536721165499
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,-0.14159061944590598
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,0.0046478244267736816
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,-0.12442292415424437
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,-0.15230282962577887
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,-0.20942805069157713
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,-0.23220416301688393
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,-0.32258329268802627
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,-0.35818410223508695
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,-0.36907286121178257
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,-0.39621203501849944
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no25,-0.21295185390553928
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,-0.43419862238838974
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no27,-0.20820811776902862
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,-0.3634076993565332
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,-0.5024451390031311
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,-0.3912569561087779
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,-0.3065484582993221
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,-0.4442638281930165
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,-0.11761358467213862
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no33,-0.14530418663734126
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no34,0.010253506542706096
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,-0.33338384162543755
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,-0.1783256782739654
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,-0.3524965393083522
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,-0.35960819768962166
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,-0.32390954871963096
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,-0.09566709751409058
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,-0.26188827441796125
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,0.00470650185251993
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,-0.32024611179374074
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,-0.27444325462799884
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,-0.1958926548531371
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,-0.33069340322799357
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,-0.4959901350700986
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,-0.16602696730399089
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,-0.19193009156201626
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,-0.4480331945713376
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,-0.2572406945729353
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,-0.4294055266411452
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,-0.41891853791691136
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,-0.3573791922954343
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,-0.24662013788254752
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,-0.3688358251913593
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,-0.1913953660228278
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,-0.43318295357911585
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,-0.11403765554528932
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,0.004322287734299786
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,-0.3754227528541978
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,-0.4792743456332032
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,-0.43152212374389015
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,-0.47527999817083666
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,-0.47072145865477255
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,-0.14413864997303744
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,-0.27675973891102884
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,-0.1803922808647136
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,-0.31934838537670746
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,-0.3907427901514831
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,-0.27446873270986344
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,-0.27117861831049545
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,-0.12830416084657695
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,-0.4097214142911591
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no71,-0.41275757111868994
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,-0.20182734467336796
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,-0.3774296214288912
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,-0.2885865342163942
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,-0.1608193637694202
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,-0.4969982495561975
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,-0.2331707426161552
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,-0.3488819734811295
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,-0.5079130402565349
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,-0.0774129506164492
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,-0.2050995044597184
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,-0.2629978245069755
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,-0.3696949447915617
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,-0.2612054042179505
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,-0.14690747051108272
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,-0.43124020143967184
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,-0.457521557243932
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,-0.36692693131648674
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,-0.28374443627167373
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,-0.17661051993571716
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,-0.26774574339187335
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,-0.38518046084286367
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,-0.15597931930329723
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,-0.13053178937082538
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,-0.2626665159946366
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,-0.4389201563921283
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,-0.14837982208943093
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no96,-0.274173254350588
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,-0.2957182500853442
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,-0.10481384067482702
all,Removed vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,-0.14011771934911318
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,-0.266042657144056
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,-0.4705407343078269
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,-0.2543411646334434
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,-0.17711182363138764
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,-0.4610798203196378
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,-0.44495506930496553
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,-0.3922845995278821
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,-0.5598762973187311
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,-0.19522818408410858
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,-0.004324569210369989
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,-0.1859827778025029
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,-0.262972448285658
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,-0.24974784165058908
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,-0.3811645625348811
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,-0.3338353629321607
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,-0.3744569076506942
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,-0.41879617803337177
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,-0.4153787694926141
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no25,-0.29763580559179514
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,-0.43757685387337913
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no27,-0.25207994799462763
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,-0.4345777957896822
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,-0.531571056702755
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,-0.39464218435613324
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,-0.37085408841757905
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,-0.45986471121460504
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,-0.16383915760452103
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no33,-0.19990914417138972
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no34,-0.011729216344975958
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,-0.42286977690452104
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,-0.25579978678221466
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,-0.42262555511741756
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,-0.48702948647755523
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,-0.36524402752482205
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,-0.09883005510975569
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,-0.4020051803005699
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,-0.024640458896444273
all,Unrelated vs. original,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,-0.4268137690162283
