round,question_id,decision_step,trajectory_length,tau,committed_r,native_s,explicit_j,action,correct,conflicted,gold_hop_count,committed_coverage_r,current_preview_hop_indices,current_preview_gold_count,current_preview_coverage,current_read_result_hop_indices,current_tool_hop_indices,visible_or_committed_hop_indices,visible_or_committed_coverage,cumulative_preview_hop_indices,ever_seen_or_committed_hop_indices,ever_seen_or_committed_coverage,run_question,native_positive,explicit_positive,terminal
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,12,14,0.8571428571428571,1.0,-1.3749999478459358,0.9801980198019802,"[""search""]",False,True,3,1.0,[],0,0.0,[],[],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,13,14,0.9285714285714286,1.0,-3.0625000093132257,0.5841584158415841,"[""search""]",False,True,3,1.0,[],0,0.0,[],[],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,14,14,1.0,1.0,-3.25,0.49009900990099003,"[""finish""]",False,True,3,1.0,[],0,0.0,[],[],"[1,2,3]",1.0,"[1,2,3]","[1,2,3]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,False,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,1,5,0.2,0.0,-4.000000113621354,0.9257425742574257,"[""search""]",True,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,2,5,0.4,0.0,2.750000052154064,1.0,"[""read""]",True,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,3,5,0.6,0.5,4.249999823048711,1.0,"[""search""]",True,False,2,0.5,[1],1,0.5,[1],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,4,5,0.8,0.5,4.000000109896064,1.0,"[""read""]",True,False,2,0.5,[2],1,0.5,[],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,5,5,1.0,1.0,6.8749999985448085,1.0,"[""finish""]",True,False,2,1.0,[2],1,0.5,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,True,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,1,4,0.25,0.0,-3.375000022351742,0.8910891089108911,"[""search""]",True,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,2,4,0.5,0.0,2.374999925494194,1.0,"[""search""]",True,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,3,4,0.75,0.0,1.5000000447034836,1.0,"[""read""]",True,False,2,0.0,"[1,2]",2,1.0,[],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,4,4,1.0,1.0,6.93749994126847,1.0,"[""finish""]",True,False,2,1.0,"[1,2]",2,1.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,True,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,1,3,0.3333333333333333,0.0,-3.874999964609742,0.7475247524752475,"[""search""]",True,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,2,3,0.6666666666666666,0.0,3.250000085681677,1.0,"[""read""]",True,False,2,0.0,"[1,2]",2,1.0,[],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,3,3,1.0,1.0,8.62499989765638,1.0,"[""finish""]",True,False,2,1.0,"[1,2]",2,1.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,True,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,1,4,0.25,0.0,-4.2500001937150955,0.9405940594059405,"[""search""]",True,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,4,0.5,0.0,2.8750001043081284,1.0,"[""search""]",True,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,3,4,0.75,0.0,3.18750006146729,1.0,"[""read""]",True,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,4,4,1.0,1.0,7.875000072934199,1.0,"[""finish""]",True,False,2,1.0,"[1,2]",2,1.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,True,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,1,8,0.125,0.0,-4.874999864958227,0.8960396039603961,"[""search""]",False,True,4,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,2,8,0.25,0.0,-0.5,0.9455445544554455,"[""read""]",False,True,4,0.0,"[1,2]",2,0.5,[],"[1,2]","[1,2]",0.5,"[1,2]","[1,2]",0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,3,8,0.375,0.25,1.1875000149011612,1.0,"[""search""]",False,True,4,0.25,"[1,2]",2,0.5,"[1,2]","[1,2]","[1,2]",0.5,"[1,2]","[1,2]",0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,4,8,0.5,0.25,-2.4375000298023224,0.9356435643564356,"[""search""]",False,True,4,0.25,[2],1,0.25,[],[2],"[1,2]",0.5,"[1,2]","[1,2]",0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,5,8,0.625,0.25,1.7500000596046448,1.0,"[""read""]",False,True,4,0.25,"[2,3]",2,0.5,[],"[2,3]","[1,2,3]",0.75,"[1,2,3]","[1,2,3]",0.75,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,6,8,0.75,0.75,3.124999964609742,1.0,"[""search""]",False,True,4,0.75,"[2,3]",2,0.5,"[2,3]","[2,3]","[1,2,3]",0.75,"[1,2,3]","[1,2,3]",0.75,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,7,8,0.875,0.75,1.8124999701976776,0.9801980198019802,"[""read""]",False,True,4,0.75,[],0,0.0,[],[],"[1,2,3]",0.75,"[1,2,3]","[1,2,3]",0.75,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,8,8,1.0,0.75,6.124999770661816,0.995049504950495,"[""finish""]",False,True,4,0.75,[],0,0.0,[],[],"[1,2,3]",0.75,"[1,2,3]","[1,2,3]",0.75,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,True,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,1,11,0.0909090909090909,0.0,-4.374999896623194,0.7920792079207921,"[""search""]",False,True,3,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,2,11,0.1818181818181818,0.0,-3.1250001154839993,0.6881188118811881,"[""search""]",False,True,3,0.0,[1],1,0.3333333333333333,[],[1],[1],0.3333333333333333,[1],[1],0.3333333333333333,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,3,11,0.2727272727272727,0.0,-7.249999904539436,0.4009900990099009,"[""search""]",False,True,3,0.0,[],0,0.0,[],[],[],0.0,[1],[1],0.3333333333333333,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,4,11,0.3636363636363636,0.0,-7.187499911058694,0.9257425742574257,"[""search""]",False,True,3,0.0,[1],1,0.3333333333333333,[],[1],[1],0.3333333333333333,[1],[1],0.3333333333333333,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,5,11,0.4545454545454545,0.0,-7.812499974796083,0.6584158415841584,"[""search""]",False,True,3,0.0,[],0,0.0,[],[],[],0.0,[1],[1],0.3333333333333333,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,6,11,0.5454545454545454,0.0,-7.625000232073944,0.9603960396039604,"[""read""]",False,True,3,0.0,[],0,0.0,[],[],[],0.0,[1],[1],0.3333333333333333,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,7,11,0.6363636363636364,0.3333333333333333,-3.9999998891726136,0.5099009900990099,"[""search""]",False,True,3,0.3333333333333333,[1],1,0.3333333333333333,[1],[1],[1],0.3333333333333333,[1],[1],0.3333333333333333,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,8,11,0.7272727272727273,0.3333333333333333,-5.124999824445695,0.5247524752475248,"[""search""]",False,True,3,0.3333333333333333,[],0,0.0,[],[],[1],0.3333333333333333,[1],[1],0.3333333333333333,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,9,11,0.8181818181818182,0.3333333333333333,-6.812499945808668,0.21287128712871284,"[""search""]",False,True,3,0.3333333333333333,[],0,0.0,[],[],[1],0.3333333333333333,[1],[1],0.3333333333333333,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,10,11,0.9090909090909092,0.3333333333333333,-11.375000059796548,0.26237623762376233,"[""search""]",False,True,3,0.3333333333333333,[],0,0.0,[],[],[1],0.3333333333333333,[1],[1],0.3333333333333333,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,11,11,1.0,0.3333333333333333,-6.250000105355866,0.00495049504950495,"[""finish""]",False,True,3,0.3333333333333333,[],0,0.0,[],[],[1],0.3333333333333333,[1],[1],0.3333333333333333,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,False,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,1,5,0.2,0.0,-4.374999945983291,0.7376237623762376,"[""search""]",False,True,4,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,False,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,2,5,0.4,0.0,2.3124999552965164,1.0,"[""read""]",False,True,4,0.0,[1],1,0.25,[],[1],[1],0.25,[1],[1],0.25,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,3,5,0.6,0.25,3.2500000428408384,1.0,"[""search""]",False,True,4,0.25,[1],1,0.25,[1],[1],[1],0.25,[1],[1],0.25,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,4,5,0.8,0.25,3.2499999403953552,0.995049504950495,"[""read""]",False,True,4,0.25,[4],1,0.25,[],[4],"[1,4]",0.5,"[1,4]","[1,4]",0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,True,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,5,5,1.0,0.25,2.7500001154839993,1.0,"[""finish""]",False,True,4,0.25,[4],1,0.25,[4],[4],"[1,4]",0.5,"[1,4]","[1,4]",0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,True,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,1,5,0.2,0.0,-4.3124999855645,0.7970297029702971,"[""search""]",False,True,4,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,False,True,False
