question_id,gold_hops,r,likelihood,margin
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,2,0.0,0.5223958823084265,-0.4999999558139179
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,2,0.5,0.9777036497511655,3.7812500493600965
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,2,1.0,0.9997480512124209,8.645833149782751
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,2,0.0,0.4810785032571237,-0.7291667149402201
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,2,0.5,0.9938532740790698,5.729166645614896
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,2,1.0,0.9991440993235076,7.062499953521183
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,2,0.0,0.49983807562118104,-0.45486110997282814
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,2,0.5,0.9989677690861096,6.875000119151082
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,2,1.0,0.9992737921023679,8.243055518790547
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,2,0.0,0.4351076537510596,-1.1145832752808928
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,2,0.5,0.8683650192014052,4.864583258041724
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,2,1.0,0.999808895710472,8.5625001379085
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,4,0.0,0.22086873669572263,-2.953703702824121
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,4,0.25,0.10014971337371383,-2.703125005820766
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,4,0.5,0.5242951142053561,0.05468748405110091
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no34,3,0.0,0.021250014508383135,-5.227777797691265
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no34,3,0.3333333333333333,0.05228822620616392,-5.575231471245556
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,2,0.0,0.5205004493678921,-0.6562500612861993
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,2,0.5,0.846170784368137,1.8593750288709998
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,2,1.0,0.9987652084407941,7.124999902376051
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,2,0.0,0.4869589245976565,-0.34027777105155915
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,2,0.5,0.9611507829159126,3.90624999415013
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,2,1.0,0.9986414541552769,6.875000006975218
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,2,0.0,0.2747082664579433,-2.5298611127991335
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,2,0.5,0.7496907922254894,1.8333333441987634
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,2,1.0,0.9971178774925514,7.059027739380124
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,2,0.0,0.5246722906142766,-0.2951388478072153
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,2,0.5,0.6719509734444883,1.2670454809611496
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,2,1.0,0.999751603612462,8.40624985843533
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,2,0.0,0.23266056211506767,-1.9895833275384376
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,2,0.5,0.47487916726215024,-0.015624985098838806
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,2,1.0,0.18263811778749584,-2.0895412315627064
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,2,0.0,0.1833745342286164,-2.3958333345750966
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,2,0.5,0.7347925678451593,1.9027777471217429
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,2,1.0,0.9963402062368673,5.729166646216375
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,2,0.0,0.5534928429634997,-0.13020833421291575
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,2,0.5,0.9559563921043606,3.442708353434379
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,2,1.0,0.9954687681276688,6.194444456066574
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,2,0.0,0.37521196501473913,-1.6250000123400241
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,2,0.5,0.9349400301204609,2.958333362437164
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,2,1.0,0.9991078543412909,7.208333243945769
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,2,0.0,0.6365947591409383,1.510416679965412
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,2,0.5,0.876438387684854,2.4687499958090484
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,2,1.0,0.9993736658534952,7.37500001853914
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,4,0.0,0.2508930279730293,-2.6093749750305304
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,4,0.25,0.08824930342942579,-4.2215908966662195
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,4,0.5,0.7452518879940078,1.5390624937135726
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,4,0.75,0.7689282621915436,1.7499999776482582
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,4,1.0,0.9980949265116401,7.031250019052095
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,2,0.0,0.5096724141731247,-0.781249957314382
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,2,0.5,0.9501372566521555,2.9687500167638063
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,2,1.0,0.9982009668912442,6.583333273883909
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,4,0.0,0.21796646597270664,-2.6041665894056982
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,4,0.25,0.6705503127832464,0.743055559694767
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,4,1.0,0.9831033819061066,4.46527774600933
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,2,0.0,0.4922503269221972,-0.7881944184967627
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,2,0.5,0.936373132569861,5.171875140065822
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,2,1.0,0.9991707174352632,7.125000047089998
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,2,0.0,0.41405296283689724,-1.118055556849059
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,2,0.5,0.9491013715882778,3.3854166267750165
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,2,1.0,0.9985116341740922,6.541666596002567
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,4,0.0,0.5798240907637698,0.4499999755983784
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,4,0.75,0.9586422187873214,3.187499983701855
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,4,1.0,0.9968448346537326,6.18749999065767
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,3,0.0,0.5405942721676937,-0.7083332717884332
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,3,0.3333333333333333,0.7905545233915046,2.0312500186264515
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,3,0.6666666666666666,0.8153639765139769,3.4375000572181307
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,3,1.0,0.9988796158568617,7.03124989556818
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,4,0.0,0.2692884905508844,-1.8437499810631077
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,4,0.25,0.698432994474136,0.9895833122233549
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,4,0.75,0.910522743952948,2.354166619479656
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,4,1.0,0.9469797991603909,3.0729166620100536
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,2,0.0,0.1601976200549664,-2.4791667200624943
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,2,0.5,0.5089388822575258,0.5703124727782173
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,2,1.0,0.6513548646660542,0.625
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,2,0.0,0.3651429835577385,-2.0243056487201505
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,2,0.5,0.9374098488765157,5.958333508361345
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,2,1.0,0.9998088956421716,8.562499780440703
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,2,0.0,0.49471805903306615,-0.1354166443149248
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,2,1.0,0.9997893925000952,8.479166829340102
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,2,0.0,0.4846950724856192,-0.45833336375653744
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,2,0.5,0.8916063975104769,2.583333301047484
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,2,1.0,0.9981188726352364,7.156249977997504
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,2,0.0,0.6018115730256883,-0.1250000117967526
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,2,1.0,0.9993903248742347,7.770833283643394
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,2,0.0,0.49318894941600205,-0.6736111785285175
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,2,0.5,0.9367533484691777,2.8437499566935003
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,2,1.0,0.9990450957255311,7.312500017498678
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,2,0.0,0.48849690088942804,-0.2604166129603982
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,2,0.5,0.9813583944194958,6.093749997426737
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,2,1.0,0.9893271101487282,4.781250053318217
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,2,0.0,0.23919589761660176,-2.118055604915652
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,2,0.5,0.92082717343711,4.118055480731225
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,2,1.0,0.9967967063473218,5.906250005355105
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,2,0.0,0.4725344837990489,-0.8333332873880863
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,2,0.5,0.9810357645917116,5.937499939168144
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,2,1.0,0.9991931073313771,7.5312500071304385
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,2,0.0,0.5073061513265363,-0.4756944789227822
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,2,0.5,0.8523566541356861,3.8125001272564987
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,2,1.0,0.9995752004035775,7.843749896375812
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,2,0.0,0.4721703997847923,-0.8854167161561134
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,2,0.5,0.8008032819305715,3.0364583659393247
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,2,1.0,0.8834950070040191,4.391203721612261
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,4,0.0,0.19848802878598062,-2.9756944083039545
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,4,0.25,0.593470836018858,0.39236111359463804
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,4,0.5,0.7751851155842777,1.3697916741172473
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,4,0.75,0.8602784616042275,2.156250012340024
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,4,1.0,0.9956336853937536,5.944444447005178
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,4,0.0,0.05129522947843582,-3.70486106749417
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,4,0.25,0.617924864912693,0.7187499944120646
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,4,0.5,0.39253061403873996,-0.5807291467263851
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,4,0.75,0.1880487183194235,-2.109375031238111
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,3,0.0,0.4826800432173501,-0.9131943972186289
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,3,0.3333333333333333,0.8621496778733228,2.1250000338380537
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,3,0.6666666666666666,0.9494790594943856,2.968750014901161
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,3,1.0,0.9991202220884113,7.125000009633368
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,2,0.0,0.5124576150005861,-0.40972219919785857
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,2,0.5,0.9410434073292706,3.3593750436557457
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,2,1.0,0.9989581712368771,7.1874999500675285
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,2,0.0,0.5049890118638847,-0.3402777657740646
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,2,0.5,0.959073910989936,5.100694466429155
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,2,1.0,0.9893095499503853,4.687499944586307
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,2,0.0,0.5251913554751853,-0.11805553734302525
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,2,0.5,0.9622585170221208,5.062500005300939
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,2,1.0,0.9947798743463406,5.250000007683411
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,2,0.0,0.477884426053276,-0.2986111174880837
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,2,0.5,0.8121500327092668,2.1612103057023697
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,2,0.0,0.48612931930334496,-0.5520833371362338
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,2,0.5,0.9830119046956564,4.97222219515566
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,2,0.0,0.3248470654208201,-1.8229166728754838
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,2,0.5,0.9956674458369431,7.374999892170308
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,2,1.0,0.9995416871243168,7.687500054467819
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,2,0.0,0.4778394875837755,-0.6666666893288493
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,2,1.0,0.9997496188164986,8.562499911258783
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,3,0.0,0.42993592176450796,-1.2690972103737295
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,3,0.3333333333333333,0.8449393236169676,2.4999999892897904
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,3,0.6666666666666666,0.8305520793354867,1.9687499841675162
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,3,1.0,0.9987726692552826,8.56249993141561
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,2,0.0,0.4652944977101483,-0.790625015491969
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,2,0.5,0.9729393996123596,3.5937499897554517
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,2,1.0,0.9772230231087283,6.187499922239415
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,2,0.0,0.52997796233385,-0.5486110767556561
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,2,0.5,0.9985896417524308,6.562500176834874
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,2,1.0,0.9929634339378562,7.340277703113518
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,3,0.0,0.4719617959252586,-0.3819444965208984
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,3,0.3333333333333333,0.2819348485084947,-1.2187499923631548
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,3,0.6666666666666666,0.719849605491552,1.4999999646097422
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,3,1.0,0.9973683264917068,5.937500177766196
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,4,0.0,0.474495809956849,-0.6927083645908473
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,4,0.25,0.7495708139227988,1.2968749841675162
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,4,0.5,0.7500147553790781,1.7673611110076308
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,2,0.0,0.5192420416063271,-0.19791667515205014
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,2,0.5,0.9278941537212717,2.6718750200234354
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,2,1.0,0.9987304572221557,6.874999839278947
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,2,0.0,0.0971595532769099,-3.395833379938267
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,2,0.5,0.835386412371844,2.756944422784727
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,2,1.0,0.7230609123542551,1.0625
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,2,0.0,0.4878560526558638,-0.4965278704443739
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,2,0.5,0.9745879218711581,4.4687499517846545
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,2,1.0,0.9997778764437542,8.562499794530595
