question_id,gold_hop_count,committed_r,p,native_s
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,2,0.5,0.9943305818609458,6.458333365269937
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,2,1.0,0.9989677689617447,6.8749999985448085
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,2,0.0,0.5309506380026803,0.10763888107612729
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,2,0.5,0.9489964883247284,2.9999999729916453
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,2,1.0,0.9987865184103796,6.729166589201971
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,2,0.0,0.4941044745946786,-0.22916660395761337
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,2,0.5,0.9955254324775306,5.833333239910037
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,2,1.0,0.9996974136938016,8.312500008372202
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,0.0,0.5834866871019774,0.11458326793379252
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,0.5,0.9785638656287039,3.8437500377185643
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,1.0,0.999333012005522,7.541666741997081
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,4,0.0,0.11160538527603124,-3.1874999275120595
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,4,0.25,0.41699097005454766,-0.7994791374464209
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,4,0.5,0.7093095661222117,0.9739583395421505
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,4,0.75,0.9682833652190039,4.407738091954444
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,3,0.0,0.008073645877949611,-5.81250000071264
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,3,0.3333333333333333,0.009807901366090367,-5.611507966453188
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,4,0.0,0.44799918561850527,-1.1006944315352787
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,4,0.25,0.6432380605674036,1.1465277648543835
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,4,0.5,0.03360963406690977,-3.4000000197440388
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,4,0.0,0.4068141743705917,-1.2222222397362605
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,4,0.25,0.6215995786035418,1.0236111229596039
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,4,0.5,0.18969050380319985,-1.7014423089531752
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,4,0.75,0.4889485044775518,-0.021874987582365668
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,4,0.0,0.3243909094847769,-1.4253472180830107
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,4,0.25,0.7326652007854941,1.805288425933283
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,4,0.5,0.4956083384385184,-0.2343750186264515
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,4,0.75,0.24664437892241534,-1.495535717079682
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,3,0.0,0.41406195210358754,-1.2534721960158397
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,3,0.3333333333333333,0.6860383006715821,1.113095210876227
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,3,0.6666666666666666,0.9041051817963431,2.2500000167638063
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,3,1.0,0.917326250403726,4.072916652366985
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,2,0.0,0.47840027355366915,-0.7708333551418036
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,2,1.0,0.9865439356870257,5.149305618245207
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,0.0,0.4674124530918566,-1.0416666998062283
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,0.3333333333333333,0.7499134136831795,2.5902777342158108
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,0.6666666666666666,0.9042747556518974,4.562499920056628
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,2,0.0,0.3654502167345623,-1.6979166054322075
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,2,0.5,0.8739597225059743,2.437499988824129
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,2,1.0,0.9962697624208822,6.354166588425869
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,2,0.0,0.5052953239313721,0.15625003802900514
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,2,0.5,0.9976121388639836,7.48958325405935
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,2,1.0,0.9968273173566985,5.750000062980689
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no25,4,0.0,0.3280985336971259,-1.1324405068797725
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no25,4,0.25,0.8604402393678117,3.0755208633442335
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,2,0.0,0.44679305506279005,-1.1562500814131151
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,2,1.0,0.9993162403875994,7.333333272792515
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no27,4,0.0,0.23363769737550988,-2.2562499512763075
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no27,4,0.5,0.8323058536212242,3.6000000694650223
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no27,4,0.75,0.8732722579139567,2.964285736038749
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,2,0.0,0.4717623294467515,-0.5104166926660886
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,2,0.5,0.877334710383134,2.406249999689559
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,2,1.0,0.9979087305867277,6.229166534535277
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,2,0.0,0.5223958823084265,-0.4999999558139179
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,2,0.5,0.9777036497511655,3.7812500493600965
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,2,1.0,0.9997480512124209,8.645833149782751
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,2,0.0,0.4810785032571238,-0.7291667149402201
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,2,0.5,0.9938532740790696,5.729166645614896
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,2,1.0,0.9991440993235075,7.062499953521183
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,2,0.0,0.4998380756211811,-0.45486110997282814
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,2,0.5,0.9989677690861096,6.875000119151082
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,2,1.0,0.9992737921023679,8.243055518790547
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,2,0.0,0.4351076537510596,-1.1145832752808928
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,2,0.5,0.8683650192014052,4.864583258041724
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,2,1.0,0.999808895710472,8.5625001379085
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,4,0.0,0.22086873669572268,-2.953703702824121
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,4,0.25,0.10014971337371387,-2.703125005820766
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,4,0.5,0.5242951142053562,0.05468748405110091
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no33,3,0.0,0.2588443303057312,-2.1770832681407533
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no33,3,0.3333333333333333,0.45012616728239285,-0.8140151579525661
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no33,3,0.6666666666666666,0.9952380704885949,5.645833308905519
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no34,3,0.0,0.02125001450838319,-5.227777797691265
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no34,3,0.3333333333333333,0.052288226206163975,-5.575231471245556
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,4,0.0,0.5072914965173754,-0.8090278504209386
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,4,0.25,0.6146656148056201,0.4791666616996129
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,4,0.5,0.9126185659290905,2.456249992052714
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,4,0.75,0.9577807209967508,3.3958333354546792
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,4,1.0,0.9976768375958213,6.062500051106326
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,4,0.0,0.12097775663585529,-2.7916666393737413
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,4,0.25,0.5865356263621793,0.874338633128751
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,2,0.0,0.5205004493678921,-0.6562500612861993
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,2,0.5,0.846170784368137,1.8593750288709998
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,2,1.0,0.9987652084407941,7.124999902376051
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,2,0.0,0.4869589245976566,-0.34027777105155915
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,2,0.5,0.9611507829159126,3.90624999415013
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,2,1.0,0.9986414541552769,6.875000006975218
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,2,0.0,0.2747082664579433,-2.5298611127991335
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,2,0.5,0.7496907922254894,1.8333333441987634
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,2,1.0,0.9971178774925514,7.059027739380124
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,2,0.0,0.45430477638168826,-0.3350694380027966
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,2,0.5,0.9919380100953449,4.812500203028321
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,2,1.0,0.9820213338032,4.218749993131496
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,2,0.0,0.5246722906142766,-0.2951388478072153
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,2,0.5,0.6719509734444884,1.2670454809611496
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,2,1.0,0.9997516036124618,8.40624985843533
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,2,0.0,0.2326605621150677,-1.9895833275384376
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,2,0.5,0.47487916726215024,-0.015624985098838806
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,2,1.0,0.18263811778749586,-2.0895412315627064
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,4,0.0,0.3108588298458148,-2.0833332842060677
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,4,0.25,0.8624566073406749,2.0781250067365664
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,4,0.75,0.9770226314698788,3.7500000614672895
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,4,1.0,0.9993736657454846,7.374999845982529
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,2,0.0,0.18337453422861646,-2.3958333345750966
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,2,0.5,0.7347925678451593,1.9027777471217429
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,2,1.0,0.9963402062368673,5.729166646216375
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,2,0.0,0.5534928429634997,-0.13020833421291575
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,2,0.5,0.9559563921043605,3.442708353434379
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,2,1.0,0.9954687681276688,6.194444456066574
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,2,0.0,0.37521196501473913,-1.6250000123400241
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,2,0.5,0.9349400301204609,2.958333362437164
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,2,1.0,0.999107854341291,7.208333243945769
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,2,0.0,0.6365947591409383,1.510416679965412
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,2,0.5,0.876438387684854,2.4687499958090484
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,2,1.0,0.9993736658534951,7.37500001853914
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,4,0.0,0.29896538094809916,-1.9791666421418388
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,4,0.25,0.7870388973631618,2.353794653387186
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,4,0.0,0.25089302797302937,-2.6093749750305304
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,4,0.25,0.08824930342942584,-4.2215908966662195
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,4,0.5,0.7452518879940078,1.5390624937135726
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,4,0.75,0.7689282621915436,1.7499999776482582
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,4,1.0,0.9980949265116402,7.031250019052095
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,2,0.0,0.5096724141731247,-0.781249957314382
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,2,0.5,0.9501372566521555,2.9687500167638063
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,2,1.0,0.9982009668912442,6.583333273883909
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,4,0.0,0.21796646597270666,-2.6041665894056982
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,4,0.25,0.6705503127832464,0.743055559694767
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,4,1.0,0.9831033819061066,4.46527774600933
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,2,0.0,0.4922503269221972,-0.7881944184967627
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,2,0.5,0.9363731325698608,5.171875140065822
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,2,1.0,0.9991707174352631,7.125000047089998
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,2,0.0,0.41405296283689735,-1.118055556849059
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,2,0.5,0.949101371588278,3.3854166267750165
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,2,1.0,0.9985116341740922,6.541666596002567
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,4,0.0,0.5798240907637698,0.4499999755983784
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,4,0.75,0.9586422187873214,3.187499983701855
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,4,1.0,0.9968448346537326,6.18749999065767
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,3,0.0,0.4324474784386339,-1.2708333471738216
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,3,0.3333333333333333,0.909648734760454,3.755208275473301
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,3,0.0,0.5405942721676937,-0.7083332717884332
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,3,0.3333333333333333,0.7905545233915046,2.0312500186264515
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,3,0.6666666666666666,0.8153639765139769,3.4375000572181307
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,3,1.0,0.9988796158568617,7.03124989556818
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,4,0.0,0.2692884905508844,-1.8437499810631077
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,4,0.25,0.698432994474136,0.9895833122233549
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,4,0.75,0.910522743952948,2.354166619479656
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,4,1.0,0.9469797991603909,3.0729166620100536
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,2,0.0,0.45140307770007365,-0.8124999624366561
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,2,1.0,0.9981219872492503,6.312500023535297
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,3,0.0,0.3423850873905932,-1.991319417904985
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,3,0.3333333333333333,0.4881574229518376,-0.2500000145228114
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,3,0.6666666666666666,0.24999937455304555,-1.4375000229338184
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,3,1.0,0.2995226004625436,-1.2526041728496138
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,2,0.0,0.16019762005496643,-2.4791667200624943
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,2,0.5,0.5089388822575259,0.5703124727782173
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,2,1.0,0.6513548646660542,0.625
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,2,0.0,0.3651429835577385,-2.0243056487201505
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,2,0.5,0.9374098488765157,5.958333508361345
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,2,1.0,0.9998088956421715,8.562499780440703
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,2,0.0,0.49471805903306615,-0.1354166443149248
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,2,1.0,0.9997893925000952,8.479166829340102
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,2,0.0,0.4846950724856193,-0.45833336375653744
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,2,0.5,0.8916063975104768,2.583333301047484
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,2,1.0,0.9981188726352364,7.156249977997504
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,2,0.0,0.6018115730256883,-0.1250000117967526
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,2,1.0,0.9993903248742347,7.770833283643394
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,2,0.0,0.49318894941600205,-0.6736111785285175
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,2,0.5,0.9367533484691777,2.8437499566935003
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,2,1.0,0.9990450957255311,7.312500017498678
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,4,0.0,0.2301948488320691,-2.10763896525734
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,4,0.25,0.8203573389422028,1.7187500055879354
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,4,0.5,0.7885623618301838,1.6979166655801237
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,4,0.75,0.8792103454086582,3.326388821419742
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,2,0.0,0.48849690088942804,-0.2604166129603982
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,2,0.5,0.9813583944194958,6.093749997426737
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,2,1.0,0.9893271101487282,4.781250053318217
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,2,0.0,0.23919589761660176,-2.118055604915652
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,2,0.5,0.92082717343711,4.118055480731225
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,2,1.0,0.996796706347322,5.906250005355105
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,2,0.0,0.472534483799049,-0.8333332873880863
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,2,0.5,0.9810357645917116,5.937499939168144
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,2,1.0,0.9991931073313771,7.5312500071304385
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,2,0.0,0.5073061513265363,-0.4756944789227822
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,2,0.5,0.8523566541356861,3.8125001272564987
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,2,1.0,0.9995752004035774,7.843749896375812
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,2,0.0,0.4721703997847923,-0.8854167161561134
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,2,0.5,0.8008032819305715,3.0364583659393247
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,2,1.0,0.8834950070040191,4.391203721612261
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,4,0.0,0.19848802878598068,-2.9756944083039545
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,4,0.25,0.593470836018858,0.39236111359463804
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,4,0.5,0.7751851155842777,1.3697916741172473
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,4,0.75,0.8602784616042274,2.156250012340024
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,4,1.0,0.9956336853937536,5.944444447005178
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,4,0.0,0.051295229478435865,-3.70486106749417
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,4,0.25,0.617924864912693,0.7187499944120646
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,4,0.5,0.39253061403873996,-0.5807291467263851
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,4,0.75,0.18804871831942352,-2.109375031238111
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,3,0.0,0.4826800432173501,-0.9131943972186289
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,3,0.3333333333333333,0.8621496778733228,2.1250000338380537
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,3,0.6666666666666666,0.9494790594943856,2.968750014901161
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,3,1.0,0.9991202220884113,7.125000009633368
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no71,2,0.0,0.4269082453666542,-1.2291666072172422
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no71,2,1.0,0.9996245688655755,7.958333255485438
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,4,0.0,0.13247654313343318,-2.9479166673780934
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,4,0.25,0.9360228000253236,3.5288938408886588
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,2,0.0,0.5124576150005861,-0.40972219919785857
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,2,0.5,0.9410434073292706,3.3593750436557457
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,2,1.0,0.9989581712368771,7.1874999500675285
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,2,0.0,0.5049890118638847,-0.3402777657740646
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,2,0.5,0.959073910989936,5.100694466429155
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,2,1.0,0.9893095499503853,4.687499944586307
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,4,0.0,0.08541989594666959,-4.831597157394552
