round,question_id,decision_step,trajectory_length,tau,r,margin,native_probability,positive_replicas,correct,conflicted,replica_margin_sd,run_question,native_positive,delta_r,delta_margin,evidence_gain
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,2,14,0.1428571428571428,0.0,0.4375000149011612,0.6075629690797903,1.0,False,True,0.0883883687217427,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,True,0.0,5.5624999245628715,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,3,14,0.2142857142857142,0.0,1.4375000223517418,0.8078806304782082,1.0,False,True,0.08838833711160632,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,True,0.0,1.0000000074505806,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,4,14,0.2857142857142857,0.3333333333333333,0.6875,0.6652667816466401,1.0,False,True,0.08838843194201547,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,True,0.3333333333333333,-0.7500000223517418,True
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,5,14,0.3571428571428571,0.3333333333333333,-0.25,0.4378234991142019,0.0,False,True,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,0.0,-0.9375,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,6,14,0.4285714285714285,0.3333333333333333,-1.6875000298023224,0.15628182662083023,0.0,False,True,0.0883883687217427,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,0.0,-1.4375000298023224,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,7,14,0.5,0.3333333333333333,-1.9999999552965164,0.1192029267156966,0.0,False,True,2.1073424255447017e-08,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,0.0,-0.31249992549419403,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,8,14,0.5714285714285714,0.3333333333333333,-3.1250000055879354,0.04208772769033365,0.0,False,True,4.4781026542824906e-08,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,0.0,-1.125000050291419,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,9,14,0.6428571428571429,0.3333333333333333,-2.8124999906867743,0.056744990700501596,0.0,False,True,0.08838845038126168,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,0.0,0.3125000149011612,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,10,14,0.7142857142857143,0.3333333333333333,-1.6875,0.15628183046412636,0.0,False,True,0.08838834764831845,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,0.0,1.1249999906867743,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,11,14,0.7857142857142857,0.3333333333333333,-1.6249999925494194,0.16523636151577548,0.0,False,True,0.17677664261307624,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,0.0,0.0625000074505806,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,12,14,0.8571428571428571,0.3333333333333333,-2.687500011175871,0.0638166701711099,0.0,False,True,0.08838842667365955,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,0.0,-1.0625000186264515,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,13,14,0.9285714285714286,0.3333333333333333,0.125,0.5312093733737563,1.0,False,True,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,True,0.0,2.812500011175871,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,14,14,1.0,0.3333333333333333,-1.9375000968575478,0.12608357040382645,0.0,False,True,0.08838833711160632,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,0.0,-2.0625000968575478,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,1,3,0.3333333333333333,0.0,-4.000000113621354,0.017986207955231,0.0,False,False,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,False,,,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,2,3,0.6666666666666666,0.0,2.875,0.946243738176883,1.0,False,False,0.17677673217512932,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,True,0.0,6.875000113621354,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,3,3,1.0,0.5,7.750000093714334,0.9995694429590072,1.0,False,False,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,True,0.5,4.875000093714334,True
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,1,5,0.2,0.0,-3.375000022351742,0.0330859776736429,0.0,True,False,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,False,,,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,2,5,0.4,0.0,3.687499969266355,0.9755326357297414,1.0,True,False,0.08838833052616107,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,True,0.0,7.062499991618097,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,3,5,0.6,0.5,2.7499999832361937,0.9399133488792353,1.0,True,False,1.3434307962847473e-07,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,True,0.5,-0.9374999860301614,True
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,4,5,0.8,0.5,3.749999964609742,0.9770226292954839,1.0,True,False,3.42443144151014e-08,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,True,0.0,0.9999999813735485,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,5,5,1.0,1.0,6.749999885360012,0.9987938831545948,1.0,True,False,0.3535533028833771,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,True,0.5,2.9999999207502697,True
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,1,3,0.3333333333333333,0.0,-3.8749999282881618,0.020332354771083153,0.0,True,False,5.136647115162436e-08,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,False,,,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,2,3,0.6666666666666666,0.0,3.375000100582838,0.9669140248290712,1.0,True,False,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,True,0.0,7.250000028871,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,3,3,1.0,1.0,7.4374998784333,0.9994104435294666,1.0,True,False,0.08838840111390069,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,True,1.0,4.062499777850462,True
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,1,5,0.2,0.0,-4.2500001937150955,0.0140636243572229,0.0,True,False,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,False,,,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,5,0.4,0.0,2.5625000074505806,0.928297565154057,1.0,True,False,0.0883882528179093,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,True,0.0,6.812500201165676,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,3,5,0.6,0.5,3.6250000540167098,0.9740426441679384,1.0,True,False,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,True,0.5,1.0625000465661292,True
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,4,5,0.8,0.5,4.062500021420419,0.9830536997360075,1.0,True,False,0.08838804340075575,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,True,0.0,0.43749996740370944,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,5,5,1.0,1.0,6.624999989347998,0.9986749775686914,1.0,True,False,8.421137895829023e-08,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,True,0.5,2.562499967927579,True
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,1,15,0.0666666666666666,0.0,-4.874999864958227,0.0075772422833516,0.0,False,True,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,False,,,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,2,15,0.1333333333333333,0.0,-2.624999977648258,0.0675466925474342,0.0,False,True,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,False,0.0,2.2499998873099685,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,3,15,0.2,0.25,-0.75,0.3208213008246069,0.0,False,True,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,False,0.25,1.8749999776482582,True
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,4,15,0.2666666666666666,0.25,-3.8749998593702912,0.020481792638400248,0.0,False,True,0.17677662549091888,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,False,0.0,-3.1249998593702912,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,5,15,0.3333333333333333,0.25,-3.2499999813735485,0.03758685356196635,0.0,False,True,0.17677660573458379,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,False,0.0,0.6249998779967427,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,6,15,0.4,0.25,0.8125000149011612,0.6924818669057151,1.0,False,True,0.08838828442804568,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,True,0.0,4.06249999627471,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,7,15,0.4666666666666667,0.5,0.0,0.5,0.0,False,True,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,False,0.25,-0.8125000149011612,True
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,8,15,0.5333333333333333,0.5,1.1875000149011612,0.7661074269556738,1.0,False,True,0.08838828442804568,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,True,0.0,1.1875000149011612,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,9,15,0.6,0.75,3.187500050291419,0.9602926943813652,1.0,False,True,0.08838828706222371,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,True,0.25,2.000000035390258,True
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,10,15,0.6666666666666666,0.75,2.25,0.9046505351008902,1.0,False,True,1.369772582884426e-07,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,True,0.0,-0.937500050291419,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,11,15,0.7333333333333333,0.75,3.3124999403953552,0.9647935651533224,1.0,False,True,0.08838831603818206,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,True,0.0,1.0624999403953552,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,12,15,0.8,0.75,6.937500057392754,0.999028358932889,1.0,False,True,0.08838851705889311,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,True,0.0,3.6250001169973984,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,13,15,0.8666666666666667,0.75,5.875000012340024,0.9971773470080243,1.0,False,True,0.17677680560284198,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,True,0.0,-1.0625000450527295,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,14,15,0.9333333333333332,0.75,5.874999889638275,0.9971990727246296,1.0,False,True,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,True,0.0,-1.227017492055893e-07,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,15,15,1.0,0.75,5.1875000081490725,0.9944344028038459,1.0,False,True,0.088388208366155,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,True,0.0,-0.6874998814892024,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,1,9,0.1111111111111111,0.0,-4.374999896623194,0.0124316521223537,0.0,False,True,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,,,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,2,9,0.2222222222222222,0.0,-5.749999890802428,0.0031726831878352,0.0,False,True,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,0.0,-1.374999994179234,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,3,9,0.3333333333333333,0.0,-9.624999885352736,6.605215242684585e-05,0.0,False,True,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,0.0,-3.8749999945503077,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,4,9,0.4444444444444444,0.0,-5.562499925377779,0.00383187044206125,0.0,False,True,0.08838839885015394,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,0.0,4.062499959974957,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,5,9,0.5555555555555556,0.0,-5.687500010244548,0.0033831426725932,0.0,False,True,0.08838831505036529,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,0.0,-0.1250000848667696,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,6,9,0.6666666666666666,0.0,-4.75000010477379,0.0085774845227249,0.0,False,True,1.3105035708856113e-07,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,0.0,0.9374999054707587,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,7,9,0.7777777777777778,0.3333333333333333,-3.249999932944774,0.0373268897536645,0.0,False,True,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,0.3333333333333333,1.5000001718290155,True
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,8,9,0.8888888888888888,0.3333333333333333,-4.875000066123903,0.0075772407706205,0.0,False,True,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,0.0,-1.6250001331791286,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,9,9,1.0,0.3333333333333333,-5.12500014482066,0.00591106800525905,0.0,False,True,1.2051364496083762e-07,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,0.0,-0.25000007869675756,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,1,13,0.0769230769230769,0.0,-4.374999928288162,0.0124316517335996,0.0,False,True,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,False,,,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,2,13,0.1538461538461538,0.0,1.2499999850988388,0.7772998585952288,1.0,False,True,2.1073424255447017e-08,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,True,0.0,5.624999913387001,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,3,13,0.2307692307692307,0.0,0.25,0.5621765008857981,1.0,False,True,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,True,0.0,-0.9999999850988388,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,4,13,0.3076923076923077,0.25,5.749999821651727,0.9968273165934676,1.0,False,True,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,True,0.25,5.499999821651727,True
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,5,13,0.3846153846153846,0.25,1.3749999552965164,0.7981867705385763,1.0,False,True,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,True,0.0,-4.3749998663552105,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,6,13,0.4615384615384615,0.25,0.5,0.6224593312018546,1.0,False,True,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,True,0.0,-0.8749999552965164,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,7,13,0.5384615384615384,0.25,0.75,0.679178699175393,1.0,False,True,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,True,0.0,0.25,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,8,13,0.6153846153846154,0.25,-1.1875000298023224,0.2338925706423897,0.0,False,True,0.08838834764831845,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,False,0.0,-1.9375000298023224,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,9,13,0.6923076923076923,0.25,0.6249999403953552,0.6513548511303336,1.0,False,True,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,True,0.0,1.8124999701976776,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,10,13,0.7692307692307693,0.25,0.7500000298023224,0.6791787056691698,1.0,False,True,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,True,0.0,0.12500008940696716,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,11,13,0.8461538461538461,0.25,3.9374998910352588,0.9808407163788853,1.0,False,True,0.08838824886664225,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,True,0.0,3.1874998612329364,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,12,13,0.9230769230769232,0.25,3.3749999310821295,0.9669140194065237,1.0,False,True,2.8975958351239646e-08,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,True,0.0,-0.5624999599531293,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,13,13,1.0,0.25,5.812499927706085,0.99701319488424,1.0,False,True,0.08838831455645692,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,True,0.0,2.4374999966239557,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,1,26,0.0384615384615384,0.0,-4.3125000121071935,0.0132476387411291,0.0,False,True,0.08838826072044338,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,False,,,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,2,26,0.0769230769230769,0.0,1.812499962747097,0.8594942766713465,1.0,False,True,0.08838827389133355,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,True,0.0,6.1249999748542905,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,3,26,0.1153846153846153,0.25,1.8749999925494194,0.8663749393483061,1.0,False,True,0.1767766636865005,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,True,0.25,0.06250002980232239,True
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,4,26,0.1538461538461538,0.25,-2.1874999441206455,0.10102003447840971,0.0,False,True,0.08838834237996238,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,False,0.0,-4.062499936670065,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,5,26,0.1923076923076923,0.25,1.3750000149011612,0.7981867801399694,1.0,False,True,2.1073424255447017e-08,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,True,0.0,3.5624999590218067,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,6,26,0.2307692307692307,0.25,0.8749999552965164,0.70578501855422,1.0,False,True,2.1073424255447017e-08,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,True,0.0,-0.5000000596046448,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,7,26,0.2692307692307692,0.25,-0.125,0.4687906266262437,0.0,False,True,0.0,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,False,0.0,-0.9999999552965164,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,8,26,0.3076923076923077,0.5,-0.3125,0.4225784495800661,0.0,False,True,0.08838834764831845,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,False,0.25,-0.1875,True
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,9,26,0.3461538461538461,0.5,-2.3749999962747097,0.0850990452970609,0.0,False,True,2.634178031930877e-08,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,False,0.0,-2.0624999962747097,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,10,26,0.3846153846153846,0.5,-3.1249999180436134,0.04208773121980135,0.0,False,True,1.0536712127723509e-08,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,False,0.0,-0.7499999217689037,False
Run 3,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,11,26,0.4230769230769231,0.5,-2.999999988824129,0.04742587368245525,0.0,False,True,4.7415204574755785e-08,Run 3::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,False,0.0,0.12499992921948433,False
