round,question_id,decision_step,trajectory_length,tau,r,margin,native_probability,positive_replicas,correct,conflicted,replica_margin_sd,run_question,native_positive,delta_r,delta_margin,evidence_gain,full_coverage
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,5,5,1.0,0.25,2.7500001154839993,0.9399133563480948,1.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,True,0.0,-0.499999824911356,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,5,5,1.0,0.25,5.499999886844307,0.9959298618254191,1.0,False,True,1.6924593855155884e-07,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,True,0.0,3.124999849591404,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,7,7,1.0,0.25,4.562499876134098,0.9896522891796324,1.0,False,True,0.08838833842869565,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,True,0.0,1.3749999227002263,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,7,7,1.0,1.0,3.624999923631549,0.974042640871336,1.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,True,1.0,3.1249999087303877,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,4,4,1.0,1.0,5.500000111758709,0.9959298627371258,1.0,True,False,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,True,0.0,-0.2500000859145075,False,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,9,9,1.0,0.6666666666666666,9.624999644685886,0.9999339478316775,1.0,False,False,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,True,0.0,6.749999529201887,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,5,5,1.0,1.0,7.374999839696102,0.9993736657415496,1.0,True,False,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,True,0.5,4.12499988253694,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,3,3,1.0,0.5,8.874999652602128,0.9998590845556405,1.0,True,False,0.17677652319014564,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,True,0.5,5.562499581821612,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no25,8,8,1.0,0.25,4.93749986239709,0.9928649529000294,1.0,True,True,0.08838844214945533,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no25,True,0.0,-1.6250001903972588,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,3,3,1.0,1.0,7.2499998972634785,0.999290329528042,1.0,True,False,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,True,1.0,5.499999852559995,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no27,8,8,1.0,0.5,5.249999984400347,0.9947396793284585,1.0,False,True,0.17677685367659104,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no27,True,0.0,1.6249999415595084,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,5,5,1.0,1.0,6.749999873689376,0.9988213731322442,1.0,True,False,0.1767766185762017,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,True,0.5,3.499999849474989,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,4,4,1.0,1.0,9.000000007683411,0.9998766054249618,1.0,True,False,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,True,1.0,5.874999892199412,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,3,3,1.0,0.5,5.874999905703589,0.9971990727695016,1.0,False,False,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,True,0.5,2.5624998703133315,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,3,3,1.0,1.0,10.25000000073851,0.9999643671982156,1.0,True,False,0.17677669503939294,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,True,1.0,7.437500077106961,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,5,5,1.0,1.0,8.5625001379085,0.9998085225527277,1.0,True,False,0.08838834439675493,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,True,0.5,5.4375001863372745,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,22,22,1.0,0.25,-4.562499976716936,0.01034770977171995,0.0,False,False,0.08838829628184681,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,False,0.0,-1.8125000121071935,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no33,12,12,1.0,0.3333333333333333,-4.187500084284693,0.014985008122283698,0.0,False,True,0.08838832986761672,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no33,False,0.0,0.3749997625127435,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no34,13,13,1.0,0.3333333333333333,-6.499999979976565,0.00150118228675065,0.0,False,False,1.7352647785344652e-07,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no34,False,0.0,0.3749998406274244,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,8,8,1.0,1.0,6.062500051106326,0.9976723303408527,1.0,True,True,0.0883881206150993,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,True,0.25,2.4999999589053914,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,10,10,1.0,0.25,7.500000099331373,0.9994429044134248,1.0,False,True,0.17677672464302652,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,True,0.0,5.375000125408405,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,4,4,1.0,1.0,8.062499752675649,0.9996843463012643,1.0,True,False,0.0883882543819525,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,True,1.0,6.249999775027391,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,4,4,1.0,1.0,7.187500110274414,0.9992431219205398,1.0,False,False,0.08838821252321721,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,True,1.0,3.8125001363514457,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,10,10,1.0,1.0,6.499999940919224,0.998498817654705,1.0,True,False,1.683404398530826e-07,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,True,0.0,0.12499999062856659,False,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,5,5,1.0,1.0,4.875000050989911,0.9924227591155745,1.0,True,True,9.120841435560661e-08,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,True,1.0,1.6250000435393304,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,5,5,1.0,1.0,7.937499885694706,0.9996423326433475,1.0,True,False,0.08838791484052008,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,True,0.5,3.9999997972190613,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,12,12,1.0,1.0,0.125,0.5312093733737563,1.0,True,False,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,True,0.0,1.4375000149011612,False,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,7,7,1.0,1.0,7.374999845982529,0.9993687753887435,1.0,False,True,0.1767766246677384,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,True,0.75,5.062499838531949,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,6,6,1.0,1.0,5.937499991734512,0.9973632248999047,1.0,True,False,0.08838849038784054,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,True,0.5,1.8750001295702532,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,5,5,1.0,1.0,6.25000007764902,0.9980732654859932,1.0,True,False,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,True,1.0,5.250000122352503,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,5,5,1.0,1.0,7.625000125321094,0.9995083322043413,1.0,True,False,0.1767766517503813,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,True,0.5,4.062500075029675,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,5,5,1.0,0.0,8.37499996812403,0.9997676913321722,1.0,False,False,0.1767772757521719,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,True,0.0,3.8749998866333044,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,8,8,1.0,0.25,5.500000084517524,0.9958984130339075,1.0,False,True,0.17677650135527928,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,True,0.0,-0.062499883119016886,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,14,14,1.0,0.25,-5.499999990919605,0.0040701377527042,0.0,False,False,3.045768349420077e-07,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,False,0.0,1.062499955354724,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,4,4,1.0,1.0,7.562499779218342,0.9994796820058833,1.0,True,False,0.08838832352912583,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,True,1.0,5.4374998462735675,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,8,8,1.0,1.0,3.812499930150807,0.9783451368998517,1.0,True,False,0.0883883410628729,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,True,0.0,0.24999992363154888,False,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,4,4,1.0,1.0,6.875000015890691,0.9989597192965363,1.0,True,False,0.1767765883654724,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,True,1.0,5.562500030791853,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,5,5,1.0,1.0,6.187499864201527,0.9979452741705714,1.0,True,False,0.08838831035823567,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,True,0.5,2.8124999089050107,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,6,6,1.0,1.0,7.187500053027179,0.9992431218800488,1.0,True,False,0.08838812835299728,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no52,True,1.0,6.625000053027179,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,6,6,1.0,0.3333333333333333,5.499999947147444,0.9959298620698622,1.0,False,True,8.396442476779671e-08,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,True,0.0,3.4374999396968633,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,6,6,1.0,0.6666666666666666,5.812500090221874,0.9970131953570023,1.0,False,False,0.08838840016724295,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,True,0.3333333333333333,2.6250001144362614,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,9,9,1.0,1.0,4.124999959487468,0.9839750805254026,1.0,True,False,0.17677694356791687,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,True,0.0,2.24999998183921,False,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,3,3,1.0,1.0,6.499999918276444,0.99848712746007,1.0,False,True,0.17677671159561345,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no56,True,1.0,4.687499858671799,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,22,22,1.0,0.6666666666666666,-3.8750000540167098,0.0203323522667027,0.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,False,0.0,-1.437500031664968,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,11,11,1.0,1.0,0.625,0.6513548646660542,1.0,False,False,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,True,0.5,4.687500092200935,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,3,3,1.0,1.0,8.562499780440703,0.9998085224871425,1.0,True,False,0.08838800713964878,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,True,1.0,7.562499780440703,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,3,3,1.0,1.0,8.562499959130946,0.999808522516367,1.0,True,False,0.0883885972263972,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,True,1.0,5.312499934916559,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,3,3,1.0,0.5,3.374999998137355,0.9666804413312019,1.0,False,False,0.17677652934342086,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,True,0.5,0.24999996274709702,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,4,4,1.0,1.0,7.999999999097781,0.9996620291886701,1.0,True,False,0.17677659062921916,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,True,1.0,5.749999909690814,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,4,4,1.0,1.0,8.250000214313332,0.9997367681408795,1.0,True,False,0.17677659872725865,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,True,1.0,4.937500249703589,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,7,7,1.0,0.75,4.874999836087227,0.9923648305736452,1.0,False,True,0.17677671900423916,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,True,0.25,3.1249998584389687,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,5,5,1.0,1.0,5.31250013737008,0.995085151708471,1.0,False,False,0.08838847343031947,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,True,0.5,2.437500152271241,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,7,7,1.0,1.0,6.499999821186066,0.9984988174752336,1.0,False,False,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,True,0.5,4.3124998062849045,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,3,3,1.0,0.5,8.812499952371581,0.9998485387185688,1.0,False,False,0.26516512116769514,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,True,0.5,6.2500000157015165,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,6,6,1.0,1.0,7.437499996711267,0.9994104435947778,1.0,True,False,0.08838856970129441,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,True,0.5,4.8749999259307515,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,6,6,1.0,1.0,5.3124999206047505,0.9950093963352332,1.0,True,False,0.2651650189080808,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,True,0.0,1.6874999178107828,False,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,11,11,1.0,1.0,8.812499952888174,0.9998485387253402,1.0,True,False,0.2651647838179812,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,True,0.0,3.8749999817591743,False,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,23,23,1.0,0.5,2.875000063329935,0.9465966734015934,1.0,False,False,1.0536712127723509e-08,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,True,0.0,1.7500000931322575,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,6,6,1.0,1.0,6.562499995576218,0.9985868976415884,1.0,True,False,0.08838859229760315,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,True,0.6666666666666667,5.062499965773895,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no71,3,3,1.0,1.0,7.9375001245352905,0.9996423327154512,1.0,True,True,0.08838875767459271,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no71,True,1.0,6.437500102183549,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,9,9,1.0,0.25,5.6250000653089955,0.9964063976524312,1.0,False,True,1.6677639664662365e-07,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,True,0.0,3.2500000615837052,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,4,4,1.0,1.0,8.437499964347808,0.999783033136636,1.0,True,False,0.0883889334442378,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,True,1.0,8.187499964347808,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,8,8,1.0,1.0,4.0624998938292265,0.9830536975011155,1.0,True,False,0.08838819750017061,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,True,0.0,-0.3750001094304025,False,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,13,13,1.0,0.75,-1.3125000223517418,0.2122566767632074,0.0,False,True,0.08838833711160632,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,False,0.0,-0.6249999925494194,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,4,4,1.0,1.0,7.312499927676981,0.9993319976767645,1.0,False,True,0.08838822363615578,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,True,1.0,5.812499950028723,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,10,10,1.0,0.5,2.6249999962747097,0.9324533086257365,1.0,False,True,1.2117218946882034e-07,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,True,0.0,-1.6250000554136932,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,5,5,1.0,1.0,5.250000007683411,0.9947798743463405,1.0,True,False,2.5321036331935553e-07,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,True,0.5,2.562500052386895,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,4,4,1.0,0.5,5.749999800696969,0.9968027346008428,1.0,False,True,0.17677665841814444,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,True,0.5,3.249999800696969,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,8,8,1.0,0.5,-2.187499985098839,0.10102003030316814,0.0,False,True,0.08838820013434866,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,False,0.0,-0.31250010430812836,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,3,3,1.0,0.0,7.562499898369424,0.9994796820678475,1.0,False,False,0.08838832352912583,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,True,0.0,5.812499913270585,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,5,5,1.0,0.5,5.499999887659214,0.9958035953204352,1.0,False,False,0.35355331008620766,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,True,0.0,2.062499967752956,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,7,7,1.0,1.0,6.187500000174623,0.9979133272989464,1.0,False,True,0.26516473894434683,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,True,0.33333333333333337,2.4374999880674295,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,5,5,1.0,1.0,7.687500054467819,0.9995336184376413,1.0,True,False,0.26516523810050435,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,True,0.5,4.000000148531399,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,8,8,1.0,0.25,5.562500037252903,0.9961681299862744,1.0,False,True,0.08838839111225597,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,True,0.0,3.687499977648258,False,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,4,4,1.0,0.5,6.749999994819518,0.9988213732575235,1.0,False,True,0.17677678625809704,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,True,0.5,4.999999987368938,True,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,3,3,1.0,1.0,7.562500077445293,0.9994796821590395,1.0,True,False,0.08838840794629996,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,True,1.0,5.12500016312697,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,6,6,1.0,1.0,5.624999911291525,0.996378589334878,1.0,True,False,0.17677690438451815,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,True,0.6666666666666667,1.4999999923165888,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,5,5,1.0,1.0,6.562499934399966,0.9985868975709629,1.0,False,True,0.08838833949883015,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,True,0.5,3.0624999949359335,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,5,5,1.0,1.0,9.062499947744072,0.9998820377496226,1.0,True,False,0.26516495496752557,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,True,1.0,9.624999932842911,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,8,8,1.0,1.0,7.437500055850251,0.9994104436405686,1.0,False,True,0.08838814831512862,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,True,0.33333333333333337,3.4375001256994437,True,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,7,7,1.0,1.0,7.249999954452505,0.9992903295685986,1.0,False,False,8.425253799003914e-08,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,True,0.0,0.12499992808443494,False,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,12,12,1.0,1.0,5.250000159954652,0.9947396802847782,1.0,False,True,0.17677677069998304,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,True,0.33333333333333337,2.6250002009328455,True,True
