question_id,r,margin,stop_rate,native_probability,rounds
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,0.0,-1.991319417904985,0.19444444444444442,0.34239410378049767,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,0.0,-2.4791667200624943,0.0,0.1602676195081634,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,0.0,-2.0243056487201505,0.4444444444444444,0.36516056778380324,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,0.0,-0.1354166443149248,0.5,0.49467772864897136,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,0.0,-0.45833336375653744,0.5,0.4845538451179648,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no61,0.0,-0.1250000117967526,0.6666666666666666,0.6017152805881296,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,0.0,-0.6736111785285175,0.611111111111111,0.4931714736545827,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,0.0,-2.10763896525734,0.0,0.23022837948429084,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,0.0,-0.2604166129603982,0.5,0.48848290609983175,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,0.0,-2.118055604915652,0.3333333333333333,0.23915523407953299,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,0.0,-0.8333332873880863,0.5,0.4725308851923316,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,0.0,-0.4756944789227822,0.611111111111111,0.5072755231556093,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,0.0,-0.8854167161561134,0.611111111111111,0.4720192724630677,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,0.0,-2.9756944083039545,0.16666666666666666,0.19844252733803147,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,0.0,-3.70486106749417,0.0,0.051351650877686734,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,0.0,-0.9131943972186289,0.6388888888888888,0.4826187648319625,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no71,0.0,-1.2291666072172422,0.5,0.4268852316995875,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,0.0,-2.9479166673780934,0.0,0.13257577815828894,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,0.0,-0.40972219919785857,0.611111111111111,0.5124098203210243,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,0.0,-0.3402777657740646,0.5555555555555555,0.5048396738666497,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,0.0,-4.831597157394552,0.0,0.08543977122761622,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no76,0.0,0.18229169553443272,0.6944444444444443,0.5975378644049333,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,0.0,-1.863194450376452,0.24444444444444446,0.33762897898850436,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,0.0,-0.11805553734302521,0.5555555555555555,0.5250877923796714,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,0.0,0.17361107509997156,0.6666666666666666,0.5806599041725692,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,0.0,-2.475694404604534,0.27777777777777773,0.27251601375628065,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,0.0,-0.2986111174880837,0.5555555555555555,0.47786236308394847,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,0.0,-0.5520833371362338,0.5,0.4861245198440967,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,0.0,-1.0937499152237755,0.5555555555555555,0.44269047182794236,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,0.0,-1.8229166728754838,0.5,0.3248347629598405,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,0.0,-2.635416611058948,0.16666666666666666,0.2500092820210635,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,0.0,-0.9131944372784346,0.611111111111111,0.49221587350323,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no86,0.0,-0.6666666893288493,0.5,0.47779644568778074,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,0.0,-1.2690972103737295,0.611111111111111,0.4298695894401044,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,0.0,-1.1319444146938622,0.4444444444444444,0.4195481549264533,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,0.0,-0.790625015491969,0.4666666666666666,0.4652734067974149,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,0.0,-2.08680564950272,0.4444444444444444,0.36508764157289764,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,0.0,-0.5486110767556561,0.6666666666666666,0.529904102993059,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,0.0,-0.942708350950852,0.4166666666666667,0.41638308980880945,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,0.0,-0.3819444965208984,0.5185185185185185,0.4721111705419516,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,0.0,-0.6927083645908473,0.5833333333333334,0.47443855681000624,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,0.0,-0.19791667515205014,0.5555555555555555,0.5192250955647325,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,0.0,-3.395833379938267,0.0,0.09734787327012377,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no96,0.0,-0.9079861552147324,0.5277777777777778,0.46576252690431447,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,0.0,-0.4965278704443739,0.5555555555555555,0.48776130815206314,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,0.0,-1.7847222957579005,0.4444444444444444,0.3437599583018925,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no99,0.0,0.5815972018366059,0.7222222222222222,0.6447298120707489,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.25,6.749999975843821,1.0,0.9988304897067266,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,0.25,-0.7994791374464209,0.4583333333333333,0.4170112845187631,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,0.25,1.1465277648543835,0.6749999999999999,0.6432825888859336,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.25,1.0236111229596039,0.5888888888888889,0.6215581081406949,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.25,1.805288425933283,0.7307692307692308,0.7326325309687054,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no25,0.25,3.0755208633442335,0.875,0.860410127712883,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,0.25,-2.703125005820766,0.0,0.10015460262732068,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,0.25,0.4791666616996129,0.6666666666666666,0.6146122416978584,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no36,0.25,0.874338633128751,0.656084656084656,0.5864907169737326,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no42,0.25,2.0781250067365664,1.0,0.8622616835780422,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no47,0.25,2.353794653387186,0.8690476190476191,0.7869960976973522,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,0.25,-4.2215908966662195,0.09090909090909091,0.08825331396559223,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,0.25,0.743055559694767,1.0,0.6704910832674709,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no55,0.25,0.9895833122233549,1.0,0.6984094267032196,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,0.25,1.7187500055879354,1.0,0.8202313796580336,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,0.25,0.39236111359463804,0.7222222222222222,0.5933861362622926,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,0.25,0.7187499944120646,0.5,0.6181171137223536,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no72,0.25,3.5288938408886588,1.0,0.935881770245152,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,0.25,1.8828124837527866,1.0,0.7969835688724287,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,0.25,0.7604166669771075,0.5555555555555555,0.5617272943807138,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,0.25,1.2968749841675162,0.75,0.7494953587049521,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.3333333333333333,4.281250010894534,1.0,0.938260600545731,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,0.3333333333333333,0.4147727533497594,0.5909090909090909,0.5714792474494753,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,0.3333333333333333,-5.611507966453188,0.0,0.009808165373816721,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,0.3333333333333333,1.113095210876227,0.8571428571428572,0.685998337111347,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,0.3333333333333333,2.5902777342158108,0.75,0.7498256547284773,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no33,0.3333333333333333,-0.8140151579525661,0.5242424242424243,0.45008985499135123,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no34,0.3333333333333333,-5.575231471245556,0.0,0.05231098561574873,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no53,0.3333333333333333,3.755208275473301,1.0,0.9096104026744404,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no54,0.3333333333333333,2.0312500186264515,0.75,0.7905250283594583,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no57,0.3333333333333333,-0.2500000145228114,0.5,0.4881402925767514,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no70,0.3333333333333333,2.1250000338380537,1.0,0.8619032382251272,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no82,0.3333333333333333,2.4270833265036345,1.0,0.9034313595966128,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no87,0.3333333333333333,2.4999999892897904,1.0,0.8449393236169676,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no9,0.3333333333333333,1.3281250279396772,1.0,0.7816290196717595,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no91,0.3333333333333333,1.3437500142802794,0.9047619047619048,0.7537512875715895,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no92,0.3333333333333333,-1.2187499923631548,0.2,0.28205543186180815,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no96,0.3333333333333333,2.2697916748933493,0.9,0.8608862980332699,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no98,0.3333333333333333,0.4999999776482582,0.5,0.6051608808285316,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.5,1.57812499278225,0.75,0.6995460906767537,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,0.5,6.458333365269937,1.0,0.9943305818609458,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,0.5,2.9999999729916453,1.0,0.9489964883247284,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,0.5,5.833333239910037,1.0,0.9955061235465541,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,0.5,3.8437500377185643,1.0,0.978548171951973,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,0.5,0.9739583395421505,0.75,0.7092347665254394,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,0.5,-3.4000000197440388,0.0,0.03370244000578549,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.5,-1.7014423089531752,0.1,0.18973322573035395,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.5,-0.2343750186264515,0.5,0.4955630320157917,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,0.5,2.437499988824129,1.0,0.873934412421777,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,0.5,7.48958325405935,1.0,0.9976114964363072,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no27,0.5,3.6000000694650223,1.0,0.8322544085737333,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,0.5,2.406249999689559,1.0,0.877268299656251,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no29,0.5,3.7812500493600965,1.0,0.9776838853517046,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,0.5,5.729166645614896,1.0,0.9938426946482695,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no30,0.5,6.875000119151082,1.0,0.9989677690861095,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no31,0.5,4.864583258041724,0.8333333333333334,0.8683917326143865,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no32,0.5,0.05468748405110091,0.5,0.5243192889298665,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no35,0.5,2.456249992052714,1.0,0.9125643238850848,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no37,0.5,1.8593750288709998,1.0,0.8460473890863931,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no38,0.5,3.90624999415013,1.0,0.9610893019878042,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no39,0.5,1.8333333441987634,0.8333333333333334,0.7496977400063738,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,0.5,4.812500203028321,1.0,0.9919226382853916,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no40,0.5,1.2670454809611496,0.6818181818181819,0.6719151689892958,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no41,0.5,-0.015624985098838806,0.25,0.47502857400181425,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no43,0.5,1.9027777471217429,0.7222222222222222,0.7347667014017908,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no44,0.5,3.442708353434379,1.0,0.9559246649933388,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no45,0.5,2.958333362437164,1.0,0.9348479187462259,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no46,0.5,2.4687499958090484,1.0,0.8764162509176934,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no48,0.5,1.5390624937135726,0.75,0.7451754981303189,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no49,0.5,2.9687500167638063,1.0,0.9501030224274527,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no50,0.5,5.171875140065822,1.0,0.9363450840338327,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no51,0.5,3.3854166267750165,1.0,0.9490722628858226,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no58,0.5,0.5703124727782173,0.4583333333333333,0.5090175037934458,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no59,0.5,5.958333508361345,1.0,0.9374094206912474,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no60,0.5,2.583333301047484,1.0,0.8914440464013863,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no62,0.5,2.8437499566935003,1.0,0.9367257115084627,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no63,0.5,1.6979166655801237,0.8333333333333334,0.7885214155755763,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no64,0.5,6.093749997426737,1.0,0.9813413509301491,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no65,0.5,4.118055480731225,1.0,0.9207632164707934,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no66,0.5,5.937499939168144,1.0,0.9810288473516099,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no67,0.5,3.8125001272564987,1.0,0.8522864220249035,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no68,0.5,3.0364583659393247,0.8333333333333333,0.8007838579395502,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no69,0.5,1.3697916741172473,0.9166666666666666,0.7750964022582472,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no7,0.5,-0.5807291467263851,0.3214285714285714,0.39263584047682043,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no73,0.5,3.3593750436557457,1.0,0.9409256148807741,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no74,0.5,5.100694466429155,1.0,0.9590165626660108,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no75,0.5,2.1875000174207213,0.7142857142857143,0.7662215828266851,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no77,0.5,3.4062500279500716,0.9285714285714286,0.8986102725181057,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no78,0.5,5.062500005300939,1.0,0.9622060275103226,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no79,0.5,5.749999800696969,1.0,0.9968027346008428,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no8,0.5,-1.6854166505030461,0.19444444444444442,0.22857850899196974,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no80,0.5,2.1612103057023697,0.9444444444444444,0.812084017291033,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no81,0.5,4.97222219515566,1.0,0.9829335135599507,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no83,0.5,7.374999892170308,1.0,0.9956598980869497,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no84,0.5,3.026562497127452,0.9,0.8540677025634664,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no85,0.5,4.999999992753146,1.0,0.975949589294877,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no88,0.5,4.000000004190952,1.0,0.979850412822248,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no89,0.5,3.5937499897554517,1.0,0.9728280198474182,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no90,0.5,6.562500176834874,1.0,0.9985648839062153,1
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no93,0.5,1.7673611110076308,0.8333333333333333,0.7499689707832361,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no94,0.5,2.6718750200234354,1.0,0.9278098018553158,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no95,0.5,2.756944422784727,0.8472222222222222,0.8353522632150456,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no97,0.5,4.4687499517846545,1.0,0.9745745164759348,3
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6666666666666666,3.3536932121814145,1.0,0.9461750111466816,2
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,0.6666666666666666,-2.0528846231217566,0.07692307692307693,0.16633468774717064,1
