round,question_id,decision_step,trajectory_length,tau,r,margin,native_probability,positive_replicas,correct,conflicted,replica_margin_sd,run_question,native_positive,delta_r,delta_margin,evidence_gain
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,3,6,0.5,0.0,-0.75,0.3208213008246069,0.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,False,0.0,2.250000096857548,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,4,6,0.6666666666666666,0.0,0.5,0.6224593312018546,1.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,True,0.0,1.25,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,5,6,0.8333333333333334,0.0,0.4375,0.6075629655779622,1.0,False,True,0.08838834764831845,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,True,0.0,-0.0625,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,6,6,1.0,1.0,6.625000047613867,0.9986749776457928,1.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,True,1.0,6.187500047613867,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,1,14,0.0714285714285714,0.0,-5.124999884981662,0.0059110695321063,0.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,,,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,2,14,0.1428571428571428,0.0,-0.25,0.43806201333608696,0.0,False,True,0.1767766952966369,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,0.0,4.874999884981662,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,3,14,0.2142857142857142,0.3333333333333333,2.5000001043081284,0.9241418272911436,1.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,True,0.3333333333333333,2.7500001043081284,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,4,14,0.2857142857142857,0.3333333333333333,2.5000000298023224,0.9241418220680098,1.0,False,True,1.2644054553268208e-07,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,True,0.0,-7.450580596923828e-08,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,5,14,0.3571428571428571,0.3333333333333333,2.1250000447034836,0.8933094103149354,1.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,True,0.0,-0.3749999850988388,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,6,14,0.4285714285714285,1.0,6.437499922234565,0.9983990475516645,1.0,False,True,0.0883882047441602,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,True,0.6666666666666667,4.312499877531081,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,7,14,0.5,1.0,1.25,0.7772998611746911,1.0,False,True,4.2146848510894035e-08,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,True,0.0,-5.187499922234565,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,8,14,0.5714285714285714,1.0,-0.375,0.4073334000459302,0.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,0.0,-1.625,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,9,14,0.6428571428571429,1.0,-1.1249999701976776,0.24508501864634824,0.0,False,True,4.2146848510894035e-08,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,0.0,-0.7499999701976776,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,10,14,0.7142857142857143,1.0,-1.3750000596046448,0.2018132126589859,0.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,0.0,-0.25000008940696716,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,11,14,0.7857142857142857,1.0,-2.4375000558793545,0.08047860819240604,0.0,False,True,0.08838827915968961,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,0.0,-1.0624999962747097,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,12,14,0.8571428571428571,1.0,-1.3749999478459358,0.20181323066159784,0.0,False,True,1.0536712127723509e-08,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,0.0,1.0625001080334187,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,13,14,0.9285714285714286,1.0,-3.0625000093132257,0.044756799899526745,0.0,False,True,0.08838820276852669,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,0.0,-1.68750006146729,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,14,14,1.0,1.0,-3.25,0.0373268873441294,0.0,False,True,1.580506819158526e-08,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,False,0.0,-0.18749999068677425,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,1,5,0.2,0.0,-4.000000113621354,0.017986207955231,0.0,True,False,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,False,,,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,2,5,0.4,0.0,2.750000052154064,0.939913352771458,1.0,True,False,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,True,0.0,6.750000165775418,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,3,5,0.6,0.5,4.249999823048711,0.9859363705031758,1.0,True,False,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,True,0.5,1.4999997708946466,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,4,5,0.8,0.5,4.000000109896064,0.9820137919789702,1.0,True,False,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,True,0.0,-0.24999971315264702,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,5,5,1.0,1.0,6.8749999985448085,0.9989677689617447,1.0,True,False,8.421137895829023e-08,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,True,0.5,2.8749998886487447,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,1,4,0.25,0.0,-3.375000022351742,0.0330859776736429,0.0,True,False,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,False,,,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,2,4,0.5,0.0,2.374999925494194,0.9149009491921662,1.0,True,False,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,True,0.0,5.749999947845936,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,3,4,0.75,0.0,1.5000000447034836,0.8175744828610095,1.0,True,False,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,True,0.0,-0.8749998807907104,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,4,4,1.0,1.0,6.93749994126847,0.9990283588345962,1.0,True,False,0.08838817963715084,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,True,1.0,5.437499896564987,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,1,3,0.3333333333333333,0.0,-3.874999964609742,0.0203323540475954,0.0,True,False,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,False,,,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,2,3,0.6666666666666666,0.0,3.250000085681677,0.9626731157347208,1.0,True,False,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,True,0.0,7.125000050291419,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,3,3,1.0,1.0,8.62499989765638,0.9998190683883617,1.0,True,False,0.1767763522772663,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,True,1.0,5.374999811974703,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,1,4,0.25,0.0,-4.2500001937150955,0.0140636243572229,0.0,True,False,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,False,,,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,4,0.5,0.0,2.8750001043081284,0.9465966754730988,1.0,True,False,1.580506819158526e-08,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,True,0.0,7.125000298023224,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,3,4,0.75,0.0,3.18750006146729,0.9602926947176461,1.0,True,False,0.0883883450141404,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,True,0.0,0.31249995715916157,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,4,4,1.0,1.0,7.875000072934199,0.9996200155129514,1.0,True,False,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,True,1.0,4.687500011466909,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,1,8,0.125,0.0,-4.874999864958227,0.0075772422833516,0.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,False,,,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,2,8,0.25,0.0,-0.5,0.3775406687981454,0.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,False,0.0,4.374999864958227,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,3,8,0.375,0.25,1.1875000149011612,0.7661074269556738,1.0,False,True,0.08838828442804568,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,True,0.25,1.6875000149011612,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,4,8,0.5,0.25,-2.4375000298023224,0.08047861022269055,0.0,False,True,0.08838831603818206,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,False,0.0,-3.6250000447034836,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,5,8,0.625,0.25,1.7500000596046448,0.851952809486198,1.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,True,0.0,4.187500089406967,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,6,8,0.75,0.75,3.124999964609742,0.9579122706575751,1.0,False,True,6.058609473441017e-08,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,True,0.5,1.3749999050050974,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,7,8,0.875,0.75,1.8124999701976776,0.8594942772878921,1.0,False,True,0.08838834764831845,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,True,0.0,-1.3124999944120646,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,8,8,1.0,0.75,6.124999770661816,0.9978172830551671,1.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,True,0.0,4.312499800464138,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,1,11,0.0909090909090909,0.0,-4.374999896623194,0.0124316521223537,0.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,,,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,2,11,0.1818181818181818,0.0,-3.1250001154839993,0.0420877232597256,0.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,0.0,1.249999781139195,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,3,11,0.2727272727272727,0.0,-7.249999904539436,0.000709670466798,0.0,False,True,8.31412441328183e-08,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,0.0,-4.124999789055437,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,4,11,0.3636363636363636,0.0,-7.187499911058694,0.0007568782381022,0.0,False,True,0.08838845178066877,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,0.0,0.06249999348074198,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,5,11,0.4545454545454545,0.0,-7.812499974796083,0.00040527080638365,0.0,False,True,0.08838824326901393,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,0.0,-0.6250000637373887,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,6,11,0.5454545454545454,0.0,-7.625000232073944,0.0004878570096185,0.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,0.0,0.18749974272213876,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,7,11,0.6363636363636364,0.3333333333333333,-3.9999998891726136,0.0179862119196032,0.0,False,True,4.873229359072123e-08,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,0.3333333333333333,3.6250003429013304,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,8,11,0.7272727272727273,0.3333333333333333,-5.124999824445695,0.0059110698878234,0.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,0.0,-1.124999935273081,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,9,11,0.8181818181818182,0.3333333333333333,-6.812499945808668,0.0011008707186972002,0.0,False,True,0.08838851697657506,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,0.0,-1.687500121362973,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,10,11,0.9090909090909092,0.3333333333333333,-11.375000059796548,1.1568558774631708e-05,0.0,False,True,0.1767764423550935,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,0.0,-4.5625001139878805,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,11,11,1.0,0.3333333333333333,-6.250000105355866,0.00192673446072575,0.0,False,True,2.634178031930877e-09,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,False,0.0,5.124999954440682,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,1,5,0.2,0.0,-4.374999945983291,0.0124316515163546,0.0,False,True,2.502469130334333e-08,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,False,,,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,2,5,0.4,0.0,2.3124999552965164,0.9097757410970186,1.0,False,True,0.0883884424787276,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,True,0.0,6.687499901279807,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,3,5,0.6,0.25,3.2500000428408384,0.9626731141952956,1.0,False,True,6.585445079827193e-08,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,True,0.25,0.937500087544322,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,4,5,0.8,0.25,3.2499999403953552,0.9626731105140616,1.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,True,0.0,-1.0244548320770264e-07,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,5,5,1.0,0.25,2.7500001154839993,0.9399133563480948,1.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,True,0.0,-0.499999824911356,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,1,5,0.2,0.0,-4.3124999855645,0.01324763906699655,0.0,False,True,0.08838822318340643,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,False,,,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,2,5,0.4,0.0,3.062499988824129,0.9552431988579884,1.0,False,True,0.08838841613694727,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,True,0.0,7.374999974388629,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,3,5,0.6,0.25,3.3125000931322575,0.9647935703406405,1.0,False,True,0.08838831603818206,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,True,0.25,0.25000010430812836,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,4,5,0.8,0.25,2.375000037252903,0.9149009578933864,1.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,True,0.0,-0.9375000558793545,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,5,5,1.0,0.25,5.499999886844307,0.9959298618254191,1.0,False,True,1.6924593855155884e-07,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,True,0.0,3.124999849591404,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,1,7,0.1428571428571428,0.0,-3.875000100582838,0.0203323513391544,0.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,False,,,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,2,7,0.2857142857142857,0.0,-0.5624999850988388,0.36309290544997563,0.0,False,True,0.08838832657489419,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,False,0.0,3.3125001154839993,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,3,7,0.4285714285714285,0.0,0.25,0.5621765008857981,1.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,True,0.0,0.8124999850988388,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,4,7,0.5714285714285714,0.0,0.25,0.5619379866639129,1.0,False,True,0.1767766952966369,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,True,0.0,0.0,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,5,7,0.7142857142857143,0.25,3.5000000167638063,0.9706877697256244,1.0,False,True,1.1853801159389871e-07,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,True,0.25,3.2500000167638063,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,6,7,0.8571428571428571,0.25,3.1874999534338713,0.9602926905662212,1.0,False,True,0.08838836608756466,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,True,0.0,-0.3125000633299351,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,7,7,1.0,0.25,4.562499876134098,0.9896522891796324,1.0,False,True,0.08838833842869565,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,True,0.0,1.3749999227002263,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,1,7,0.1428571428571428,0.0,-4.062499858438969,0.016946303264322247,0.0,False,True,0.08838844511290563,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,False,,,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,2,7,0.2857142857142857,0.0,-4.187499968800694,0.01498500999492475,0.0,False,True,0.08838859591959795,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,False,0.0,-0.1250001103617251,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,3,7,0.4285714285714285,0.0,0.8124999552965164,0.6924818539181614,1.0,False,True,0.0883883687217427,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,True,0.0,4.99999992409721,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,4,7,0.5714285714285714,0.0,0.25,0.5621765008857981,1.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,True,0.0,-0.5624999552965164,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,5,7,0.7142857142857143,0.0,0.9999999403953552,0.7310585669110203,1.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,True,0.0,0.7499999403953552,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,6,7,0.8571428571428571,0.0,0.5000000149011612,0.6224593347036828,1.0,False,True,2.1073424255447017e-08,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,True,0.0,-0.49999992549419403,False
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,7,7,1.0,1.0,3.624999923631549,0.974042640871336,1.0,False,True,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,True,1.0,3.1249999087303877,True
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,1,4,0.25,0.0,-4.375000074505806,0.0124316499384702,0.0,True,False,0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,False,,,False
