question_id,run_question,run,progress,sufficiency_likelihood,evidence_coverage
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,Run 1,0.9,0.9940889312559439,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,Run 1,0.95,0.9940889312559439,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,Run 1,1.0,0.9988304895646855,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.2,0.022977368739197652,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.25,0.022977368739197652,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.3,0.022977368739197652,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.35,0.8991213745668095,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.4,0.8991213745668095,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.45,0.8991213745668095,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.5,0.5312093733737563,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.55,0.5312093733737563,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.6,0.5312093733737563,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.65,0.5312093733737563,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.7,0.9796676474921346,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.75,0.9796676474921346,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.8,0.9796676474921346,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.85,0.999512142966951,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.9,0.999512142966951,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.95,0.999512142966951,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,1.0,0.9940889325091624,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1,0.2,0.004609571384557264,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1,0.25,0.004609571384557264,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1,0.3,0.004609571384557264,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1,0.35,0.04742586880186648,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1,0.4,0.04742586880186648,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1,0.45,0.04742586880186648,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1,0.5,0.320821300824607,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1,0.55,0.320821300824607,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1,0.6,0.320821300824607,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1,0.65,0.320821300824607,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1,0.7,0.6224593312018546,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1,0.75,0.6224593312018546,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1,0.8,0.6224593312018546,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1,0.85,0.6076631698328917,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1,0.9,0.6076631698328917,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1,0.95,0.6076631698328917,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,Run 1,1.0,0.9986749776457927,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1,0.1,0.005911069532106324,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1,0.15,0.43782349911420193,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1,0.2,0.43782349911420193,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1,0.25,0.9241418272911436,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1,0.3,0.9241418220680101,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1,0.35,0.9241418220680101,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1,0.4,0.8933094103149354,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1,0.45,0.9984021543819241,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1,0.5,0.7772998611746911,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1,0.55,0.7772998611746911,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1,0.6,0.40733340004593027,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1,0.65,0.24508501864634824,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1,0.7,0.24508501864634824,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1,0.75,0.20181321265898594,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1,0.8,0.08035746469271472,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1,0.85,0.08035746469271472,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1,0.9,0.2018132306615979,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1,0.95,0.04468086987511991,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,Run 1,1.0,0.03732688734412946,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1,0.2,0.017986207955231072,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1,0.25,0.017986207955231072,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1,0.3,0.017986207955231072,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1,0.35,0.017986207955231072,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1,0.4,0.9399133527714579,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1,0.45,0.9399133527714579,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1,0.5,0.9399133527714579,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1,0.55,0.9399133527714579,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1,0.6,0.9859363705031758,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1,0.65,0.9859363705031758,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1,0.7,0.9859363705031758,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1,0.75,0.9859363705031758,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1,0.8,0.9820137919789702,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1,0.85,0.9820137919789702,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1,0.9,0.9820137919789702,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1,0.95,0.9820137919789702,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1,1.0,0.9989677689617447,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1,0.25,0.03308597767364294,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1,0.3,0.03308597767364294,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1,0.35,0.03308597767364294,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1,0.4,0.03308597767364294,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1,0.45,0.03308597767364294,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1,0.5,0.9149009491921662,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1,0.55,0.9149009491921662,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1,0.6,0.9149009491921662,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1,0.65,0.9149009491921662,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1,0.7,0.9149009491921662,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1,0.75,0.8175744828610095,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1,0.8,0.8175744828610095,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1,0.85,0.8175744828610095,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1,0.9,0.8175744828610095,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1,0.95,0.8175744828610095,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,Run 1,1.0,0.9990302479753177,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1,0.35,0.020332354047595497,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1,0.4,0.020332354047595497,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1,0.45,0.020332354047595497,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1,0.5,0.020332354047595497,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1,0.55,0.020332354047595497,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1,0.6,0.020332354047595497,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1,0.65,0.020332354047595497,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1,0.7,0.9626731157347207,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1,0.75,0.9626731157347207,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1,0.8,0.9626731157347207,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1,0.85,0.9626731157347207,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1,0.9,0.9626731157347207,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1,0.95,0.9626731157347207,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,Run 1,1.0,0.9998204720122831,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1,0.25,0.014063624357222929,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1,0.3,0.014063624357222929,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1,0.35,0.014063624357222929,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1,0.4,0.014063624357222929,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1,0.45,0.014063624357222929,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1,0.5,0.9465966754730989,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1,0.55,0.9465966754730989,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1,0.6,0.9465966754730989,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1,0.65,0.9465966754730989,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1,0.7,0.9465966754730989,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1,0.75,0.9603611632389423,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1,0.8,0.9603611632389423,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1,0.85,0.9603611632389423,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1,0.9,0.9603611632389423,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1,0.95,0.9603611632389423,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,Run 1,1.0,0.9996200155129514,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,Run 1,0.15,0.0075772422833516075,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,Run 1,0.2,0.0075772422833516075,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,Run 1,0.25,0.3775406687981454,0.0
