question_id,progress,sufficiency_likelihood,evidence_coverage
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.5,0.7657888321216549,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.55,0.7657888321216549,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.6,0.5776115202286998,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.65,0.5776115202286998,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.7,0.7270976116014926,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.75,0.7513901452086157,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.8,0.9573850393324891,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.85,0.9639998711574278,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.9,0.9639998711574278,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.95,0.9639998711574278,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,1.0,0.9972647194526795,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.15,0.004609571384557264,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.2,0.004609571384557264,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.25,0.008473790089907285,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.3,0.008473790089907285,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.35,0.022745889229010358,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.4,0.017587277171222965,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.45,0.017587277171222965,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.5,0.3099893073102473,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.55,0.3099893073102473,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.6,0.3099893073102473,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.65,0.4757616854476768,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.7,0.576307695573426,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.75,0.8111732579099599,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.8,0.8111732579099599,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.85,0.8062412041203056,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.9,0.8093965379044566,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,0.95,0.8093965379044566,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no10,1.0,0.9923910380156541,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,0.1,0.005911069483765277,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,0.15,0.5748884593896096,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,0.2,0.6420945808849698,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,0.25,0.9009656038837536,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,0.3,0.8534133827185145,0.4444444444444444
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,0.35,0.6556976832043232,0.4444444444444444
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,0.4,0.49854979214068446,0.4444444444444444
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,0.45,0.4166188351365742,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,0.5,0.3508692284452817,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,0.55,0.3508692284452817,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,0.6,0.17983804015889152,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,0.65,0.11229409646670735,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,0.7,0.11302144477985859,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,0.75,0.13819017893535004,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,0.8,0.10050878510499099,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,0.85,0.09483758963991518,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,0.9,0.1002243567351745,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,0.95,0.20367836357447286,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no11,1.0,0.07693210947824385,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,0.2,0.017986207955231072,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,0.25,0.017986207955231072,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,0.3,0.017986207955231072,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,0.35,0.017986207955231072,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,0.4,0.3252952562273067,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,0.45,0.3252952562273067,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,0.5,0.3252952562273067,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,0.55,0.3252952562273067,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,0.6,0.34063626213787934,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,0.65,0.34063626213787934,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,0.7,0.9522249512973445,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,0.75,0.9522249512973445,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,0.8,0.9509174251226092,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,0.85,0.9509174251226092,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,0.9,0.9509174251226092,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,0.95,0.9509174251226092,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,1.0,0.9993281444345031,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,0.2,0.03308597767364294,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,0.25,0.03308597767364294,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,0.3,0.03308597767364294,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,0.35,0.03308597767364294,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,0.4,0.65852563684152,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,0.45,0.65852563684152,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,0.5,0.9524639606810278,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,0.55,0.9524639606810278,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,0.6,0.9290892004335173,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,0.65,0.9290892004335173,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,0.7,0.9290892004335173,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,0.75,0.8966470449897984,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,0.8,0.9137312613505125,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,0.85,0.9137312613505125,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,0.9,0.9137312613505125,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,0.95,0.9137312613505125,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,1.0,0.9987865184103796,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,0.2,0.02033235354671938,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,0.25,0.02033235354671938,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,0.3,0.02033235354671938,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,0.35,0.33823578448585345,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,0.4,0.33823578448585345,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,0.45,0.33823578448585345,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,0.5,0.3466794582116033,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,0.55,0.3466794582116033,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,0.6,0.3466794582116033,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,0.65,0.3466794582116033,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,0.7,0.9740032995709663,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,0.75,0.9740032995709663,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,0.8,0.9740032995709663,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,0.85,0.9747890046770484,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,0.9,0.9747890046770484,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,0.95,0.9747890046770484,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,1.0,0.9996974136938016,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,0.2,0.014063624357222929,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,0.25,0.014063624357222929,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,0.3,0.014063624357222929,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,0.35,0.014063624357222929,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,0.4,0.318845349921701,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,0.45,0.318845349921701,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,0.5,0.9383062745732894,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,0.55,0.9383062745732894,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,0.6,0.9535175556123833,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,0.65,0.9535175556123833,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,0.7,0.9535175556123833,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,0.75,0.9656923061967526,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,0.8,0.9687064538372628,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,0.85,0.9687064538372628,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,0.9,0.9687064538372628,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,0.95,0.9687064538372628,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,1.0,0.999333012005522,1.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,0.1,0.0075772422833516075,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,0.15,0.03756196741539293,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,0.2,0.11199192846377008,0.08333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,0.25,0.23531307063536802,0.08333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,0.3,0.1351500890751173,0.08333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,0.35,0.20556026009071438,0.08333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,0.4,0.5535829518407192,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,0.45,0.5535829518407192,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,0.5,0.4659773150119701,0.4166666666666667
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,0.55,0.5547418635968281,0.4166666666666667
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,0.6,0.6194310359498046,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,0.65,0.8766294835719336,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,0.7,0.8119273479208271,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,0.75,0.8673153738036666,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,0.8,0.8787070726402627,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,0.85,0.9388687564184374,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,0.9,0.9055088568305892,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,0.95,0.9055088567163505,0.6666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no16,1.0,0.9948950392792414,0.75
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,0.1,0.012431652122353773,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,0.15,0.012431652122353773,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,0.2,0.024950576538394855,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,0.25,0.021864253560222032,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,0.3,0.0015028959140198752,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,0.35,0.00046735223555039135,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,0.4,0.0018103430198371604,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,0.45,0.003063153612007282,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,0.5,0.007405058532152457,0.1111111111111111
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,0.55,0.006739577346026682,0.1111111111111111
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,0.6,0.006590286818802423,0.1111111111111111
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,0.65,0.007535889168351341,0.2222222222222222
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,0.7,0.009269513226838172,0.2222222222222222
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,0.75,0.007688679408147898,0.2222222222222222
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,0.8,0.01727181448512778,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,0.85,0.013375447836988833,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,0.9,0.0034588981759741525,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,0.95,0.0038862857283534255,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no17,1.0,0.002680409788920234,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,0.1,0.012431651524930105,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,0.15,0.4321922263810871,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,0.2,0.5765482856991017,0.08333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,0.25,0.5048404997959581,0.08333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,0.3,0.30775109365607944,0.08333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,0.35,0.40039725151901967,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,0.4,0.5871657015944435,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,0.45,0.5871657015944435,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,0.5,0.5248180201465223,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,0.55,0.5485793748225687,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,0.6,0.5621775604988918,0.25
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,0.65,0.41368677796603115,0.25
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,0.7,0.5497242707228516,0.25
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,0.75,0.5472044164004128,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,0.8,0.5589988870437684,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,0.85,0.6595646388890841,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,0.9,0.656502142674061,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,0.95,0.6518481615878887,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no18,1.0,0.6634452179227174,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.05,0.013222821594330747,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.1,0.43686368601936293,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.15,0.8423051164572104,0.125
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.2,0.2929854310734193,0.08333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.25,0.3959328223737077,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.3,0.17311344628533995,0.16666666666666666
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.35,0.08761277739415325,0.25
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.4,0.47841011986143894,0.25
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.45,0.5113181254355084,0.25
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.5,0.4478211606715404,0.25
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.55,0.5385108052171096,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.6,0.409212715445834,0.4166666666666667
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.65,0.41697958915943806,0.4166666666666667
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.7,0.3738484671663019,0.4166666666666667
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.75,0.46412190084789334,0.4166666666666667
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.8,0.4847336465857359,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.85,0.6455128412048996,0.5833333333333334
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.9,0.6179919800150362,0.5833333333333334
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,0.95,0.5566607651632257,0.5833333333333334
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no19,1.0,0.7439800490268204,0.5833333333333334
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.1,0.019159281489556573,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.15,0.2884964168330955,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.2,0.5373652421534538,0.08333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.25,0.45422135620146786,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.3,0.7530784141415964,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.35,0.6593497105989513,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.4,0.6124604488589436,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.45,0.43140499278383876,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.5,0.3106655149952832,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.55,0.2606049638623223,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.6,0.24303905179636623,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.65,0.21459560489611015,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.7,0.3558488960297949,0.3333333333333333
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.75,0.5360117466507814,0.4166666666666667
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.8,0.49953475436905453,0.4166666666666667
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.85,0.6290479965347536,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.9,0.5690288500093256,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,0.95,0.49850200142130935,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,1.0,0.3896538036912887,0.5
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,0.1,0.015906392848925636,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,0.15,0.4172446970184078,0.0
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,0.2,0.23274395439484416,0.1111111111111111
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,0.25,0.23274395439484416,0.1111111111111111
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,0.3,0.03152615825759166,0.1111111111111111
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,0.35,0.27665290909074197,0.1111111111111111
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,0.4,0.4784275451414171,0.1111111111111111
agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no20,0.45,0.7043225073297612,0.1111111111111111
