outcome,metric,progress,mean,ci_low,ci_high,questions,trajectories
correct,sufficiency_likelihood,0.272727272727,0.5364479615835112,0.45229908145994785,0.6173496771755741,55,123
correct,sufficiency_likelihood,0.285714285714,0.5447854103320712,0.4602100091203815,0.6243080821095722,55,123
correct,sufficiency_likelihood,0.3,0.5406384488654244,0.4572622497072899,0.6199525390531045,55,123
correct,sufficiency_likelihood,0.307692307692,0.5406384488654244,0.4572622497072899,0.6199525390531045,55,123
correct,sufficiency_likelihood,0.315789473684,0.5406384488654244,0.4572622497072899,0.6199525390531045,55,123
correct,sufficiency_likelihood,0.318181818182,0.5406384488654244,0.4572622497072899,0.6199525390531045,55,123
correct,sufficiency_likelihood,0.333333333333,0.6687740264719713,0.5893878453281269,0.743512909698719,55,123
correct,sufficiency_likelihood,0.35,0.6687740264719713,0.5893878453281269,0.743512909698719,55,123
correct,sufficiency_likelihood,0.357142857143,0.664837392226178,0.5860865135728022,0.7397439449863331,55,123
correct,sufficiency_likelihood,0.363636363636,0.6633683896994008,0.5841596684974397,0.7385403224729046,55,123
correct,sufficiency_likelihood,0.368421052632,0.6633683896994008,0.5841596684974397,0.7385403224729046,55,123
correct,sufficiency_likelihood,0.375,0.6628764840956499,0.5842342207397868,0.7381574652316801,55,123
correct,sufficiency_likelihood,0.380952380952,0.6628764840956499,0.5842342207397868,0.7381574652316801,55,123
correct,sufficiency_likelihood,0.384615384615,0.6628764840956499,0.5842342207397868,0.7381574652316801,55,123
correct,sufficiency_likelihood,0.4,0.6831969815585494,0.6047092952834637,0.7544310647634478,55,123
correct,sufficiency_likelihood,0.409090909091,0.6831969815585494,0.6047092952834637,0.7544310647634478,55,123
correct,sufficiency_likelihood,0.416666666667,0.6782543396971611,0.6013730040976542,0.7498463286845996,55,123
correct,sufficiency_likelihood,0.421052631579,0.6782543396971611,0.6013730040976542,0.7498463286845996,55,123
correct,sufficiency_likelihood,0.428571428571,0.6795295981252304,0.6002651581772344,0.7520342833955659,55,123
correct,sufficiency_likelihood,0.444444444444,0.6797001600638758,0.6004396971590612,0.7521271609869059,55,123
correct,sufficiency_likelihood,0.45,0.6797001600638758,0.6004396971590612,0.7521271609869059,55,123
correct,sufficiency_likelihood,0.454545454545,0.6897921250594795,0.6123728290731171,0.7594095956847788,55,123
correct,sufficiency_likelihood,0.461538461538,0.6897921250594795,0.6123728290731171,0.7594095956847788,55,123
correct,sufficiency_likelihood,0.466666666667,0.6897921250594795,0.6123728290731171,0.7594095956847788,55,123
correct,sufficiency_likelihood,0.473684210526,0.6897921250594795,0.6123728290731171,0.7594095956847788,55,123
correct,sufficiency_likelihood,0.47619047619,0.6897921250594795,0.6123728290731171,0.7594095956847788,55,123
correct,sufficiency_likelihood,0.5,0.7933299860664107,0.7339822511906714,0.8461502119094131,55,123
correct,sufficiency_likelihood,0.52380952381,0.7933299860664107,0.7339822511906714,0.8461502119094131,55,123
correct,sufficiency_likelihood,0.526315789474,0.7933299860664107,0.7339822511906714,0.8461502119094131,55,123
correct,sufficiency_likelihood,0.533333333333,0.7933299860664107,0.7339822511906714,0.8461502119094131,55,123
correct,sufficiency_likelihood,0.538461538462,0.7933299860664107,0.7339822511906714,0.8461502119094131,55,123
correct,sufficiency_likelihood,0.545454545455,0.7827090587406783,0.7191350518481778,0.8404263774939155,55,123
correct,sufficiency_likelihood,0.55,0.7827090587406783,0.7191350518481778,0.8404263774939155,55,123
correct,sufficiency_likelihood,0.555555555556,0.7826254976822352,0.7191350518481778,0.8404210691850265,55,123
correct,sufficiency_likelihood,0.571428571429,0.7922554319438145,0.7289983593721664,0.8496050364210097,55,123
correct,sufficiency_likelihood,0.578947368421,0.7922554319438145,0.7289983593721664,0.8496050364210097,55,123
correct,sufficiency_likelihood,0.583333333333,0.796804046380497,0.7324735161459393,0.8531470852839871,55,123
correct,sufficiency_likelihood,0.590909090909,0.796804046380497,0.7324735161459393,0.8531470852839871,55,123
correct,sufficiency_likelihood,0.6,0.7952108326504779,0.7305995480142177,0.8533665392940146,55,123
correct,sufficiency_likelihood,0.615384615385,0.7952108326504779,0.7305995480142177,0.8533665392940146,55,123
correct,sufficiency_likelihood,0.619047619048,0.7952108326504779,0.7305995480142177,0.8533665392940146,55,123
correct,sufficiency_likelihood,0.625,0.8017402570788272,0.7374605254567507,0.8589705803561856,55,123
correct,sufficiency_likelihood,0.631578947368,0.8017402570788272,0.7374605254567507,0.8589705803561856,55,123
correct,sufficiency_likelihood,0.636363636364,0.8217807052060974,0.7698991096502069,0.8682013500803265,55,123
correct,sufficiency_likelihood,0.642857142857,0.8191158614814862,0.7672615324624936,0.8658287660555533,55,123
correct,sufficiency_likelihood,0.65,0.8191158614814862,0.7672615324624936,0.8658287660555533,55,123
correct,sufficiency_likelihood,0.666666666667,0.820885078421245,0.769411322538656,0.866376046272333,55,123
correct,sufficiency_likelihood,0.681818181818,0.820885078421245,0.769411322538656,0.866376046272333,55,123
correct,sufficiency_likelihood,0.684210526316,0.820885078421245,0.769411322538656,0.866376046272333,55,123
correct,sufficiency_likelihood,0.692307692308,0.820885078421245,0.769411322538656,0.866376046272333,55,123
correct,sufficiency_likelihood,0.7,0.8211965107899016,0.769524886646964,0.8669356356693337,55,123
correct,sufficiency_likelihood,0.714285714286,0.8207715169104105,0.768633264451391,0.8671591429751314,55,123
correct,sufficiency_likelihood,0.727272727273,0.817655346876922,0.7622038704833252,0.8663738957634444,55,123
correct,sufficiency_likelihood,0.733333333333,0.817655346876922,0.7622038704833252,0.8663738957634444,55,123
correct,sufficiency_likelihood,0.736842105263,0.817655346876922,0.7622038704833252,0.8663738957634444,55,123
correct,sufficiency_likelihood,0.75,0.8487984262721278,0.7970413651726859,0.893341542281829,55,123
correct,sufficiency_likelihood,0.761904761905,0.8487984262721278,0.7970413651726859,0.893341542281829,55,123
correct,sufficiency_likelihood,0.769230769231,0.8487984262721278,0.7970413651726859,0.893341542281829,55,123
correct,sufficiency_likelihood,0.772727272727,0.8487984262721278,0.7970413651726859,0.893341542281829,55,123
correct,sufficiency_likelihood,0.777777777778,0.8488757300014647,0.7971151290267021,0.893341542281829,55,123
correct,sufficiency_likelihood,0.785714285714,0.8496390329744663,0.7978689118330847,0.8941666585943494,55,123
correct,sufficiency_likelihood,0.789473684211,0.8496390329744663,0.7978689118330847,0.8941666585943494,55,123
correct,sufficiency_likelihood,0.8,0.881109156240529,0.8354505414607468,0.9158676994250688,55,123
correct,sufficiency_likelihood,0.809523809524,0.881109156240529,0.8354505414607468,0.9158676994250688,55,123
correct,sufficiency_likelihood,0.818181818182,0.8807812945766303,0.8365806105910587,0.9149402543729016,55,123
correct,sufficiency_likelihood,0.833333333333,0.8855201183493281,0.8415261184866826,0.9200068574865872,55,123
correct,sufficiency_likelihood,0.842105263158,0.8855201183493281,0.8415261184866826,0.9200068574865872,55,123
correct,sufficiency_likelihood,0.846153846154,0.8855201183493281,0.8415261184866826,0.9200068574865872,55,123
correct,sufficiency_likelihood,0.85,0.8855201183493281,0.8415261184866826,0.9200068574865872,55,123
correct,sufficiency_likelihood,0.857142857143,0.8898530183294692,0.8462264639302222,0.9227601477233546,55,123
correct,sufficiency_likelihood,0.863636363636,0.8898530183294692,0.8462264639302222,0.9227601477233546,55,123
correct,sufficiency_likelihood,0.866666666667,0.8898530183294692,0.8462264639302222,0.9227601477233546,55,123
correct,sufficiency_likelihood,0.875,0.8946464479734391,0.8516517475586087,0.9276850804523954,55,123
correct,sufficiency_likelihood,0.888888888889,0.8946820632316359,0.8516535283215185,0.92775226577251,55,123
correct,sufficiency_likelihood,0.894736842105,0.8946820632316359,0.8516535283215185,0.92775226577251,55,123
correct,sufficiency_likelihood,0.9,0.8956335140438716,0.8525777891626306,0.9287972067787125,55,123
correct,sufficiency_likelihood,0.904761904762,0.8956335140438716,0.8525777891626306,0.9287972067787125,55,123
correct,sufficiency_likelihood,0.909090909091,0.8944775314291824,0.8458788869780557,0.9304165490489513,55,123
correct,sufficiency_likelihood,0.916666666667,0.8900454171211281,0.8404676556543919,0.9274222935470209,55,123
correct,sufficiency_likelihood,0.923076923077,0.8900454171211281,0.8404676556543919,0.9274222935470209,55,123
correct,sufficiency_likelihood,0.928571428571,0.8897632559989292,0.8399172668407855,0.9272155351990243,55,123
correct,sufficiency_likelihood,0.933333333333,0.8897632559989292,0.8399172668407855,0.9272155351990243,55,123
correct,sufficiency_likelihood,0.947368421053,0.8897632559989292,0.8399172668407855,0.9272155351990243,55,123
correct,sufficiency_likelihood,0.95,0.8897632559989292,0.8399172668407855,0.9272155351990243,55,123
correct,sufficiency_likelihood,0.952380952381,0.8897632559989292,0.8399172668407855,0.9272155351990243,55,123
correct,sufficiency_likelihood,0.954545454545,0.8897632559989292,0.8399172668407855,0.9272155351990243,55,123
correct,sufficiency_likelihood,1.0,0.9590032369191234,0.9158883778951732,0.9913905670967524,55,123
correct,evidence_coverage,0.0,0.0,0.0,0.0,55,123
correct,evidence_coverage,0.045454545455,0.0,0.0,0.0,55,123
correct,evidence_coverage,0.047619047619,0.0,0.0,0.0,55,123
correct,evidence_coverage,0.05,0.0,0.0,0.0,55,123
correct,evidence_coverage,0.052631578947,0.0,0.0,0.0,55,123
correct,evidence_coverage,0.066666666667,0.0,0.0,0.0,55,123
correct,evidence_coverage,0.071428571429,0.0,0.0,0.0,55,123
correct,evidence_coverage,0.076923076923,0.0,0.0,0.0,55,123
correct,evidence_coverage,0.083333333333,0.0,0.0,0.0,55,123
correct,evidence_coverage,0.090909090909,0.0,0.0,0.0,55,123
correct,evidence_coverage,0.095238095238,0.0,0.0,0.0,55,123
correct,evidence_coverage,0.1,0.0,0.0,0.0,55,123
correct,evidence_coverage,0.105263157895,0.0,0.0,0.0,55,123
correct,evidence_coverage,0.111111111111,0.0,0.0,0.0,55,123
correct,evidence_coverage,0.125,0.0,0.0,0.0,55,123
correct,evidence_coverage,0.133333333333,0.0,0.0,0.0,55,123
correct,evidence_coverage,0.136363636364,0.0,0.0,0.0,55,123
correct,evidence_coverage,0.142857142857,0.0,0.0,0.0,55,123
correct,evidence_coverage,0.15,0.0,0.0,0.0,55,123
correct,evidence_coverage,0.153846153846,0.0,0.0,0.0,55,123
correct,evidence_coverage,0.157894736842,0.0,0.0,0.0,55,123
correct,evidence_coverage,0.166666666667,0.00909090909090909,0.0,0.02727272727272727,55,123
correct,evidence_coverage,0.181818181818,0.013636363636363636,0.0,0.03636363636363636,55,123
correct,evidence_coverage,0.190476190476,0.013636363636363636,0.0,0.03636363636363636,55,123
correct,evidence_coverage,0.2,0.024242424242424246,0.0,0.05909090909090909,55,123
correct,evidence_coverage,0.210526315789,0.024242424242424246,0.0,0.05909090909090909,55,123
correct,evidence_coverage,0.214285714286,0.02727272727272727,0.0015151515151515152,0.062121212121212126,55,123
correct,evidence_coverage,0.222222222222,0.0303030303030303,0.0030303030303030303,0.06515151515151515,55,123
correct,evidence_coverage,0.227272727273,0.0303030303030303,0.0030303030303030303,0.06515151515151515,55,123
correct,evidence_coverage,0.230769230769,0.0303030303030303,0.0030303030303030303,0.06515151515151515,55,123
correct,evidence_coverage,0.238095238095,0.0303030303030303,0.0030303030303030303,0.06515151515151515,55,123
correct,evidence_coverage,0.25,0.03333333333333333,0.006060606060606061,0.06969696969696969,55,123
correct,evidence_coverage,0.263157894737,0.03333333333333333,0.006060606060606061,0.06969696969696969,55,123
correct,evidence_coverage,0.266666666667,0.03333333333333333,0.006060606060606061,0.06969696969696969,55,123
correct,evidence_coverage,0.272727272727,0.03939393939393939,0.010606060606060605,0.07727272727272726,55,123
correct,evidence_coverage,0.285714285714,0.05833333333333333,0.023484848484848487,0.1,55,123
correct,evidence_coverage,0.3,0.059848484848484845,0.024242424242424242,0.10151515151515152,55,123
correct,evidence_coverage,0.307692307692,0.059848484848484845,0.024242424242424242,0.10151515151515152,55,123
correct,evidence_coverage,0.315789473684,0.059848484848484845,0.024242424242424242,0.10151515151515152,55,123
correct,evidence_coverage,0.318181818182,0.059848484848484845,0.024242424242424242,0.10151515151515152,55,123
correct,evidence_coverage,0.333333333333,0.07575757575757575,0.03636363636363636,0.12272727272727273,55,123
correct,evidence_coverage,0.35,0.07575757575757575,0.03636363636363636,0.12272727272727273,55,123
correct,evidence_coverage,0.357142857143,0.07575757575757575,0.03636363636363636,0.12272727272727273,55,123
correct,evidence_coverage,0.363636363636,0.07575757575757575,0.03636363636363636,0.12272727272727273,55,123
correct,evidence_coverage,0.368421052632,0.07575757575757575,0.03636363636363636,0.12272727272727273,55,123
correct,evidence_coverage,0.375,0.07575757575757575,0.03636363636363636,0.12272727272727273,55,123
correct,evidence_coverage,0.380952380952,0.07575757575757575,0.03636363636363636,0.12272727272727273,55,123
correct,evidence_coverage,0.384615384615,0.07575757575757575,0.03636363636363636,0.12272727272727273,55,123
correct,evidence_coverage,0.4,0.10505050505050505,0.0606060606060606,0.15708333333333316,55,123
correct,evidence_coverage,0.409090909091,0.10505050505050505,0.0606060606060606,0.15708333333333316,55,123
correct,evidence_coverage,0.416666666667,0.10505050505050505,0.0606060606060606,0.15708333333333316,55,123
correct,evidence_coverage,0.421052631579,0.10505050505050505,0.0606060606060606,0.15708333333333316,55,123
correct,evidence_coverage,0.428571428571,0.11262626262626262,0.06666666666666667,0.16415404040404022,55,123
correct,evidence_coverage,0.444444444444,0.11565656565656565,0.06868686868686869,0.16818181818181818,55,123
correct,evidence_coverage,0.45,0.11565656565656565,0.06868686868686869,0.16818181818181818,55,123
correct,evidence_coverage,0.454545454545,0.11565656565656565,0.06868686868686869,0.16818181818181818,55,123
correct,evidence_coverage,0.461538461538,0.11565656565656565,0.06868686868686869,0.16818181818181818,55,123
correct,evidence_coverage,0.466666666667,0.11565656565656565,0.06868686868686869,0.16818181818181818,55,123
correct,evidence_coverage,0.473684210526,0.11565656565656565,0.06868686868686869,0.16818181818181818,55,123
correct,evidence_coverage,0.47619047619,0.11565656565656565,0.06868686868686869,0.16818181818181818,55,123
correct,evidence_coverage,0.5,0.28838383838383835,0.2318181818181818,0.34545454545454546,55,123
correct,evidence_coverage,0.52380952381,0.28838383838383835,0.2318181818181818,0.34545454545454546,55,123
correct,evidence_coverage,0.526315789474,0.28838383838383835,0.2318181818181818,0.34545454545454546,55,123
correct,evidence_coverage,0.533333333333,0.28838383838383835,0.2318181818181818,0.34545454545454546,55,123
correct,evidence_coverage,0.538461538462,0.28838383838383835,0.2318181818181818,0.34545454545454546,55,123
correct,evidence_coverage,0.545454545455,0.29292929292929293,0.2338383838383838,0.3535353535353535,55,123
correct,evidence_coverage,0.55,0.29292929292929293,0.2338383838383838,0.3535353535353535,55,123
correct,evidence_coverage,0.555555555556,0.29292929292929293,0.2338383838383838,0.3535353535353535,55,123
correct,evidence_coverage,0.571428571429,0.30505050505050507,0.2424116161616161,0.3717297979797979,55,123
correct,evidence_coverage,0.578947368421,0.30505050505050507,0.2424116161616161,0.3717297979797979,55,123
correct,evidence_coverage,0.583333333333,0.30505050505050507,0.2424116161616161,0.3717297979797979,55,123
correct,evidence_coverage,0.590909090909,0.30505050505050507,0.2424116161616161,0.3717297979797979,55,123
correct,evidence_coverage,0.6,0.3666666666666667,0.303030303030303,0.43337121212121166,55,123
correct,evidence_coverage,0.615384615385,0.3666666666666667,0.303030303030303,0.43337121212121166,55,123
correct,evidence_coverage,0.619047619048,0.3666666666666667,0.303030303030303,0.43337121212121166,55,123
correct,evidence_coverage,0.625,0.3681818181818182,0.30454545454545456,0.4348484848484849,55,123
correct,evidence_coverage,0.631578947368,0.3681818181818182,0.30454545454545456,0.4348484848484849,55,123
correct,evidence_coverage,0.636363636364,0.3681818181818182,0.30454545454545456,0.4348484848484849,55,123
correct,evidence_coverage,0.642857142857,0.3681818181818182,0.30454545454545456,0.4348484848484849,55,123
correct,evidence_coverage,0.65,0.3681818181818182,0.30454545454545456,0.4348484848484849,55,123
correct,evidence_coverage,0.666666666667,0.4022727272727273,0.33636363636363636,0.4689393939393939,55,123
correct,evidence_coverage,0.681818181818,0.4022727272727273,0.33636363636363636,0.4689393939393939,55,123
correct,evidence_coverage,0.684210526316,0.4022727272727273,0.33636363636363636,0.4689393939393939,55,123
correct,evidence_coverage,0.692307692308,0.4022727272727273,0.33636363636363636,0.4689393939393939,55,123
correct,evidence_coverage,0.7,0.4022727272727273,0.33636363636363636,0.4689393939393939,55,123
correct,evidence_coverage,0.714285714286,0.41212121212121205,0.3439393939393939,0.48333333333333334,55,123
correct,evidence_coverage,0.727272727273,0.41212121212121205,0.3439393939393939,0.48333333333333334,55,123
correct,evidence_coverage,0.733333333333,0.41212121212121205,0.3439393939393939,0.48333333333333334,55,123
correct,evidence_coverage,0.736842105263,0.41212121212121205,0.3439393939393939,0.48333333333333334,55,123
correct,evidence_coverage,0.75,0.42045454545454547,0.35,0.49318181818181817,55,123
correct,evidence_coverage,0.761904761905,0.42045454545454547,0.35,0.49318181818181817,55,123
correct,evidence_coverage,0.769230769231,0.42045454545454547,0.35,0.49318181818181817,55,123
correct,evidence_coverage,0.772727272727,0.42045454545454547,0.35,0.49318181818181817,55,123
correct,evidence_coverage,0.777777777778,0.42045454545454547,0.35,0.49318181818181817,55,123
correct,evidence_coverage,0.785714285714,0.42045454545454547,0.35,0.49318181818181817,55,123
correct,evidence_coverage,0.789473684211,0.42045454545454547,0.35,0.49318181818181817,55,123
correct,evidence_coverage,0.8,0.4340909090909091,0.36060606060606054,0.509090909090909,55,123
correct,evidence_coverage,0.809523809524,0.4340909090909091,0.36060606060606054,0.509090909090909,55,123
correct,evidence_coverage,0.818181818182,0.4340909090909091,0.36060606060606054,0.509090909090909,55,123
correct,evidence_coverage,0.833333333333,0.4492424242424242,0.37346590909090904,0.5265151515151515,55,123
correct,evidence_coverage,0.842105263158,0.4492424242424242,0.37346590909090904,0.5265151515151515,55,123
correct,evidence_coverage,0.846153846154,0.4492424242424242,0.37346590909090904,0.5265151515151515,55,123
correct,evidence_coverage,0.85,0.4492424242424242,0.37346590909090904,0.5265151515151515,55,123
correct,evidence_coverage,0.857142857143,0.4507575757575757,0.3734848484848484,0.5295454545454545,55,123
correct,evidence_coverage,0.863636363636,0.4507575757575757,0.3734848484848484,0.5295454545454545,55,123
correct,evidence_coverage,0.866666666667,0.4507575757575757,0.3734848484848484,0.5295454545454545,55,123
correct,evidence_coverage,0.875,0.4507575757575757,0.3734848484848484,0.5295454545454545,55,123
correct,evidence_coverage,0.888888888889,0.4507575757575757,0.3734848484848484,0.5295454545454545,55,123
correct,evidence_coverage,0.894736842105,0.4507575757575757,0.3734848484848484,0.5295454545454545,55,123
correct,evidence_coverage,0.9,0.45378787878787874,0.37575757575757573,0.5333333333333333,55,123
correct,evidence_coverage,0.904761904762,0.45378787878787874,0.37575757575757573,0.5333333333333333,55,123
correct,evidence_coverage,0.909090909091,0.45378787878787874,0.37575757575757573,0.5333333333333333,55,123
correct,evidence_coverage,0.916666666667,0.45378787878787874,0.37575757575757573,0.5333333333333333,55,123
correct,evidence_coverage,0.923076923077,0.45378787878787874,0.37575757575757573,0.5333333333333333,55,123
correct,evidence_coverage,0.928571428571,0.45378787878787874,0.37575757575757573,0.5333333333333333,55,123
correct,evidence_coverage,0.933333333333,0.45378787878787874,0.37575757575757573,0.5333333333333333,55,123
correct,evidence_coverage,0.947368421053,0.45378787878787874,0.37575757575757573,0.5333333333333333,55,123
correct,evidence_coverage,0.95,0.45378787878787874,0.37575757575757573,0.5333333333333333,55,123
correct,evidence_coverage,0.952380952381,0.45378787878787874,0.37575757575757573,0.5333333333333333,55,123
correct,evidence_coverage,0.954545454545,0.45378787878787874,0.37575757575757573,0.5333333333333333,55,123
correct,evidence_coverage,1.0,0.9590909090909091,0.9106060606060605,0.9954545454545455,55,123
incorrect,sufficiency_likelihood,0.0,0.015286042242723263,0.012810129273589111,0.01809561259508512,37,69
incorrect,sufficiency_likelihood,0.045454545455,0.015761069752095447,0.01321746076897858,0.018648494776107832,37,69
incorrect,sufficiency_likelihood,0.047619047619,0.015487101986989143,0.012925323724449982,0.018362914350653195,37,69
incorrect,sufficiency_likelihood,0.05,0.015487101986989143,0.012925323724449982,0.018362914350653195,37,69
incorrect,sufficiency_likelihood,0.052631578947,0.01720625770286985,0.013123544087404043,0.022596699545864855,37,69
incorrect,sufficiency_likelihood,0.066666666667,0.016969417284013046,0.012845776480473317,0.0224750420153042,37,69
incorrect,sufficiency_likelihood,0.071428571429,0.016969417284013046,0.012845776480473317,0.0224750420153042,37,69
incorrect,sufficiency_likelihood,0.076923076923,0.04046446468944328,0.014691944997206571,0.0852131590390647,37,69
incorrect,sufficiency_likelihood,0.083333333333,0.09218355602669004,0.035449087584807505,0.1645575202239442,37,69
incorrect,sufficiency_likelihood,0.090909090909,0.09880041893278561,0.04119525128727662,0.17364262966789665,37,69
incorrect,sufficiency_likelihood,0.095238095238,0.0988215212599298,0.04125855827233912,0.17370488153415173,37,69
incorrect,sufficiency_likelihood,0.1,0.11001032052423393,0.05053776693228896,0.18588016983634845,37,69
incorrect,sufficiency_likelihood,0.105263157895,0.11618501747600049,0.053881536548993345,0.19501240433956463,37,69
incorrect,sufficiency_likelihood,0.111111111111,0.11914279032908459,0.0561238160197925,0.19806786563790021,37,69
incorrect,sufficiency_likelihood,0.125,0.1470757200251185,0.07302700668040916,0.23388454958066415,37,69
incorrect,sufficiency_likelihood,0.133333333333,0.1471026897109124,0.07308094605199691,0.23391151926645803,37,69
incorrect,sufficiency_likelihood,0.136363636364,0.14810917819655836,0.0734416140635529,0.23560158593417938,37,69
incorrect,sufficiency_likelihood,0.142857142857,0.17705296962076894,0.09130833039314051,0.277543708556781,37,69
incorrect,sufficiency_likelihood,0.15,0.17705296962076894,0.09130833039314051,0.277543708556781,37,69
incorrect,sufficiency_likelihood,0.153846153846,0.1685623942039025,0.08637876910102628,0.26057848073319867,37,69
incorrect,sufficiency_likelihood,0.157894736842,0.16371050724543737,0.085983535979255,0.25065268995894174,37,69
incorrect,sufficiency_likelihood,0.166666666667,0.21781752321894776,0.12436113040349439,0.3171271058647969,37,69
incorrect,sufficiency_likelihood,0.181818181818,0.21440583288135553,0.12266492228995414,0.3121046734276438,37,69
incorrect,sufficiency_likelihood,0.190476190476,0.21389717297055968,0.1215828723401004,0.31198191166185824,37,69
incorrect,sufficiency_likelihood,0.2,0.24218019201546861,0.14301930799138723,0.3455424292742334,37,69
incorrect,sufficiency_likelihood,0.210526315789,0.2431226848920228,0.14370069635956995,0.34652838519584567,37,69
incorrect,sufficiency_likelihood,0.214285714286,0.2431226848920228,0.14370069635956995,0.34652838519584567,37,69
incorrect,sufficiency_likelihood,0.222222222222,0.24791684641536138,0.14705651841247158,0.3533475149659686,37,69
incorrect,sufficiency_likelihood,0.227272727273,0.2480567453217655,0.1471964173188757,0.35362445978737145,37,69
incorrect,sufficiency_likelihood,0.230769230769,0.2700362825127128,0.1649130997097782,0.3811975937210653,37,69
incorrect,sufficiency_likelihood,0.238095238095,0.2661872269105075,0.16285247998121344,0.37716980127666233,37,69
incorrect,sufficiency_likelihood,0.25,0.4135673702122945,0.30532342068773194,0.5227714663059665,37,69
incorrect,sufficiency_likelihood,0.263157894737,0.4175841227372335,0.3085019123690154,0.5266451106169253,37,69
incorrect,sufficiency_likelihood,0.266666666667,0.42201515774000475,0.3142863933283426,0.5288100160817978,37,69
incorrect,sufficiency_likelihood,0.272727272727,0.4204908560896762,0.3127775978475075,0.5276883992020703,37,69
incorrect,sufficiency_likelihood,0.285714285714,0.4328211867177272,0.32726743038165074,0.5407763192170658,37,69
incorrect,sufficiency_likelihood,0.3,0.42415616666519795,0.3174552159882478,0.5310386143812084,37,69
incorrect,sufficiency_likelihood,0.307692307692,0.39536129331945286,0.2897801807436695,0.5027585052524267,37,69
incorrect,sufficiency_likelihood,0.315789473684,0.39232575388343643,0.28788277551851155,0.49972296581641024,37,69
incorrect,sufficiency_likelihood,0.318181818182,0.39219447940844526,0.28774513349688724,0.49959169134141906,37,69
incorrect,sufficiency_likelihood,0.333333333333,0.4825977275671226,0.3672317060066094,0.5951300411979157,37,69
incorrect,sufficiency_likelihood,0.35,0.4825977275671226,0.3672317060066094,0.5951300411979157,37,69
