round,question_id,decision_step,trajectory_length,tau,committed_r,native_s,action,correct,conflicted,gold_hop_count,committed_coverage_r,current_preview_hop_indices,current_preview_gold_count,current_preview_coverage,current_read_result_hop_indices,current_tool_hop_indices,visible_or_committed_hop_indices,visible_or_committed_coverage,cumulative_preview_hop_indices,ever_seen_or_committed_hop_indices,ever_seen_or_committed_coverage,run_question,native_positive,terminal,prev_native_s,delta_native_s,prev_committed_r,delta_committed_r,prev_current_preview_coverage,delta_current_preview_coverage,prev_ever_seen_or_committed_coverage,delta_ever_seen_or_committed_coverage,full_committed,current_preview_any,prev_native_positive,reversal,sufficiency_likelihood,aligned_progress
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,3,6,0.5,0.5,0.125,"[""search""]",True,False,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,True,False,2.1874999701976776,-2.0624999701976776,0.0,0.5,0.5,-0.5,0.5,0.0,False,False,True,False,0.5312093733737563,0.4
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,4,6,0.6666666666666666,0.5,3.875000041909516,"[""read""]",True,False,2,0.5,[2],1,0.5,[],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,True,False,0.125,3.750000041909516,0.5,0.0,0.0,0.5,0.5,0.5,False,True,True,False,0.9796676474921346,0.6
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,5,6,0.8333333333333334,1.0,7.62500018402352,"[""read""]",True,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,True,False,3.875000041909516,3.750000142114004,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False,0.999512142966951,0.8
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,6,6,1.0,1.0,5.125000232364982,"[""finish""]",True,False,2,1.0,[],0,0.0,[],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,True,True,7.62500018402352,-2.4999999516585376,1.0,0.0,0.0,0.0,1.0,0.0,True,False,True,False,0.9940889325091624,1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,1,5,0.2,0.0,-4.000000113621354,"[""search""]",True,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,False,False,,,,,,,,,False,False,False,False,0.017986207955231072,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,2,5,0.4,0.0,2.750000052154064,"[""read""]",True,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,True,False,-4.000000113621354,6.750000165775418,0.0,0.0,0.0,0.5,0.0,0.5,False,True,False,False,0.9399133527714579,0.25
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,3,5,0.6,0.5,4.249999823048711,"[""search""]",True,False,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,True,False,2.750000052154064,1.4999997708946466,0.0,0.5,0.5,-0.5,0.5,0.0,False,False,True,False,0.9859363705031758,0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,4,5,0.8,0.5,4.000000109896064,"[""read""]",True,False,2,0.5,[2],1,0.5,[],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,True,False,4.249999823048711,-0.249999713152647,0.5,0.0,0.0,0.5,0.5,0.5,False,True,True,False,0.9820137919789702,0.75
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,5,5,1.0,1.0,6.8749999985448085,"[""finish""]",True,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,True,True,4.000000109896064,2.8749998886487447,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False,0.9989677689617447,1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,1,4,0.25,0.0,-3.375000022351742,"[""search""]",True,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,False,False,,,,,,,,,False,False,False,False,0.03308597767364294,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,2,4,0.5,0.0,2.374999925494194,"[""search""]",True,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,True,False,-3.375000022351742,5.749999947845936,0.0,0.0,0.0,0.5,0.0,0.5,False,True,False,False,0.9149009491921662,0.333333333333
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,3,4,0.75,0.0,1.5000000447034836,"[""read""]",True,False,2,0.0,"[1,2]",2,1.0,[],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,True,False,2.374999925494194,-0.8749998807907104,0.0,0.0,0.5,0.5,0.5,0.5,False,True,True,False,0.8175744828610095,0.666666666667
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,4,4,1.0,1.0,6.93749994126847,"[""finish""]",True,False,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no13,True,True,1.5000000447034836,5.437499896564987,0.0,1.0,1.0,-1.0,1.0,0.0,True,False,True,False,0.9990302479753177,1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,1,3,0.3333333333333333,0.0,-3.874999964609742,"[""search""]",True,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,False,False,,,,,,,,,False,False,False,False,0.020332354047595497,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,2,3,0.6666666666666666,0.0,3.250000085681677,"[""read""]",True,False,2,0.0,"[1,2]",2,1.0,[],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,True,False,-3.874999964609742,7.125000050291419,0.0,0.0,0.0,1.0,0.0,1.0,False,True,False,False,0.9626731157347207,0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,3,3,1.0,1.0,8.62499989765638,"[""finish""]",True,False,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no14,True,True,3.250000085681677,5.374999811974703,0.0,1.0,1.0,-1.0,1.0,0.0,True,False,True,False,0.9998204720122831,1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,1,4,0.25,0.0,-4.2500001937150955,"[""search""]",True,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,False,False,,,,,,,,,False,False,False,False,0.014063624357222929,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,2,4,0.5,0.0,2.8750001043081284,"[""search""]",True,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,True,False,-4.2500001937150955,7.125000298023224,0.0,0.0,0.0,0.5,0.0,0.5,False,True,False,False,0.9465966754730989,0.333333333333
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,3,4,0.75,0.0,3.18750006146729,"[""read""]",True,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,True,False,2.8750001043081284,0.3124999571591615,0.0,0.0,0.5,0.0,0.5,0.0,False,True,True,False,0.9603611632389423,0.666666666667
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,4,4,1.0,1.0,7.875000072934199,"[""finish""]",True,False,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,[1],"[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no15,True,True,3.18750006146729,4.687500011466909,0.0,1.0,0.5,-0.5,0.5,0.5,True,False,True,False,0.9996200155129514,1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,1,4,0.25,0.0,-4.375000074505806,"[""search""]",True,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,False,False,,,,,,,,,False,False,False,False,0.012431649938470258,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,2,4,0.5,0.0,2.875000085681677,"[""read""]",True,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,True,False,-4.375000074505806,7.250000160187483,0.0,0.0,0.0,0.5,0.0,0.5,False,True,False,False,0.9465966745315055,0.333333333333
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,3,4,0.75,1.0,5.7500001976732165,[],True,False,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,[1],"[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,True,False,2.875000085681677,2.8750001119915396,0.0,1.0,0.5,-0.5,0.5,0.5,True,False,True,False,0.9968273177826794,0.666666666667
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,4,4,1.0,1.0,5.500000111758709,"[""finish""]",True,False,2,1.0,[],0,0.0,[],[],"[1,2]",1.0,[1],"[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no21,True,True,5.7500001976732165,-0.2500000859145075,1.0,0.0,0.0,0.0,1.0,0.0,True,False,True,False,0.9959298627371258,1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,1,9,0.1111111111111111,0.0,-4.7500002002343535,"[""search""]",False,False,3,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,False,False,,,,,,,,,False,False,False,False,0.0085774837109368,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,2,9,0.2222222222222222,0.0,2.874999962747097,"[""read""]",False,False,3,0.0,[1],1,0.3333333333333333,[],[1],[1],0.3333333333333333,[1],[1],0.3333333333333333,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,True,False,-4.7500002002343535,7.625000162981451,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,False,True,False,False,0.9465966683169889,0.125
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,3,9,0.3333333333333333,0.3333333333333333,1.6250000149011612,"[""search""]",False,False,3,0.3333333333333333,[],0,0.0,[1],[1],[1],0.3333333333333333,[1],[1],0.3333333333333333,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,True,False,2.874999962747097,-1.2499999478459358,0.0,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.0,False,False,True,False,0.8354835391516132,0.25
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,4,9,0.4444444444444444,0.3333333333333333,-0.5,"[""search""]",False,False,3,0.3333333333333333,[2],1,0.3333333333333333,[],"[1,2]","[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,False,False,1.6250000149011612,-2.125000014901161,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,True,True,True,0.3775406687981454,0.375
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,5,9,0.5555555555555556,0.3333333333333333,-2.125000074505806,"[""search""]",False,False,3,0.3333333333333333,[],0,0.0,[],[1],[1],0.3333333333333333,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,False,False,-0.5,-1.625000074505806,0.3333333333333333,0.0,0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.0,False,False,False,False,0.10669058684467357,0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,6,9,0.6666666666666666,0.3333333333333333,-1.999999962747097,"[""read""]",False,False,3,0.3333333333333333,[2],1,0.3333333333333333,[],"[1,2]","[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,False,False,-2.125000074505806,0.1250001117587089,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,False,True,False,False,0.11920292593343346,0.625
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,7,9,0.7777777777777778,0.6666666666666666,1.1875,"[""search""]",False,False,3,0.6666666666666666,[],0,0.0,[2],"[1,2]","[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,True,False,-1.999999962747097,3.187499962747097,0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.0,False,False,False,False,0.7662936430859597,0.75
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,8,9,0.8888888888888888,0.6666666666666666,2.8750001154839993,"[""read""]",False,False,3,0.6666666666666666,[],0,0.0,[],"[1,2]","[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,True,False,1.1875,1.6875001154839993,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,True,False,0.9465966760380549,0.875
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,9,9,1.0,0.6666666666666666,9.624999644685886,"[""finish""]",False,False,3,0.6666666666666666,[],0,0.0,[],[],"[1,2]",0.6666666666666666,"[1,2]","[1,2]",0.6666666666666666,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no22,True,True,2.8750001154839993,6.749999529201887,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,False,False,True,False,0.9999339478316775,1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,1,5,0.2,0.0,-4.374999818392098,"[""search""]",True,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,False,False,,,,,,,,,False,False,False,False,0.012431653082805283,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,2,5,0.4,0.0,0.125,"[""read""]",True,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,True,False,-4.374999818392098,4.499999818392098,0.0,0.0,0.0,0.5,0.0,0.5,False,True,False,False,0.5312093733737563,0.25
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,3,5,0.6,0.5,1.25,"[""search""]",True,False,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,True,False,0.125,1.125,0.0,0.5,0.5,-0.5,0.5,0.0,False,False,True,False,0.7772998611746911,0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,4,5,0.8,0.5,3.2499999571591616,"[""read""]",True,False,2,0.5,[2],1,0.5,[],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,True,False,1.25,1.9999999571591616,0.5,0.0,0.0,0.5,0.5,0.5,False,True,True,False,0.9626731111164454,0.75
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,5,5,1.0,1.0,7.374999839696102,"[""finish""]",True,False,2,1.0,[],0,0.0,[2],[2],"[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no23,True,True,3.2499999571591616,4.12499988253694,0.5,0.5,0.5,-0.5,1.0,0.0,True,False,True,False,0.9993736657415495,1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,1,3,0.3333333333333333,0.0,-3.1249999590218067,"[""search""]",True,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,False,False,,,,,,,,,False,False,False,False,0.0420877295677101,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,2,3,0.6666666666666666,0.0,3.3125000707805157,"[""read""]",True,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,True,False,-3.1249999590218067,6.437500029802322,0.0,0.0,0.0,0.5,0.0,0.5,False,True,False,False,0.9648551559993518,0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,3,3,1.0,0.5,8.874999652602128,"[""finish""]",True,False,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no24,True,True,3.3125000707805157,5.562499581821612,0.0,0.5,0.5,-0.5,0.5,0.0,False,False,True,False,0.9998601778757856,1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,1,3,0.3333333333333333,0.0,-4.500000196509063,"[""search""]",True,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,False,False,,,,,,,,,False,False,False,False,0.010986940495280761,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,2,3,0.6666666666666666,0.0,1.7500000447034836,"[""read""]",True,False,2,0.0,"[1,2]",2,1.0,[],"[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,True,False,-4.500000196509063,6.250000241212547,0.0,0.0,0.0,1.0,0.0,1.0,False,True,False,False,0.8519528076067262,0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,3,3,1.0,1.0,7.2499998972634785,"[""finish""]",True,False,2,1.0,[],0,0.0,"[1,2]","[1,2]","[1,2]",1.0,"[1,2]","[1,2]",1.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no26,True,True,1.7500000447034836,5.499999852559995,0.0,1.0,1.0,-1.0,1.0,0.0,True,False,True,False,0.9992903295280421,1.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,1,5,0.2,0.0,-3.625000074505806,"[""search""]",True,False,2,0.0,[],0,0.0,[],[],[],0.0,[],[],0.0,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,False,False,,,,,,,,,False,False,False,False,0.025957355314023947,0.0
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,2,5,0.4,0.0,2.1249999701976776,"[""read""]",True,False,2,0.0,[1],1,0.5,[],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,True,False,-3.625000074505806,5.750000044703484,0.0,0.0,0.0,0.5,0.0,0.5,False,True,False,False,0.8933094032139576,0.25
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,3,5,0.6,0.5,2.8749998845160007,"[""search""]",True,False,2,0.5,[],0,0.0,[1],[1],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,True,False,2.1249999701976776,0.7499999143183231,0.0,0.5,0.5,-0.5,0.5,0.0,False,False,True,False,0.946596664362296,0.5
Run 1,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,4,5,0.8,0.5,3.250000024214387,"[""read""]",True,False,2,0.5,[],0,0.0,[],[],[1],0.5,[1],[1],0.5,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no28,True,False,2.8749998845160007,0.3750001396983862,0.5,0.0,0.0,0.0,0.5,0.0,False,False,True,False,0.9626731135259805,0.75
