outcome,question_id,run_question,run,progress,source_decision_step,source_aligned_progress,sufficiency_likelihood,evidence_coverage
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.375,2,0.2,0.8991213745668095,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.380952380952,2,0.2,0.8991213745668095,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.384615384615,2,0.2,0.8991213745668095,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.4,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.409090909091,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.416666666667,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.421052631579,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.428571428571,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.444444444444,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.45,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.454545454545,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.461538461538,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.466666666667,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.473684210526,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.47619047619,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.5,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.52380952381,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.526315789474,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.533333333333,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.538461538462,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.545454545455,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.55,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.555555555556,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.571428571429,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.578947368421,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.583333333333,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.590909090909,3,0.4,0.5312093733737563,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.6,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.615384615385,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.619047619048,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.625,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.631578947368,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.636363636364,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.642857142857,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.65,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.666666666667,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.681818181818,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.684210526316,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.692307692308,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.7,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.714285714286,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.727272727273,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.733333333333,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.736842105263,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.75,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.761904761905,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.769230769231,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.772727272727,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.777777777778,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.785714285714,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.789473684211,4,0.6,0.9796676474921346,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.8,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.809523809524,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.818181818182,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.833333333333,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.842105263158,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.846153846154,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.85,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.857142857143,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.863636363636,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.866666666667,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.875,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.888888888889,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.894736842105,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.9,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.904761904762,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.909090909091,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.916666666667,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.923076923077,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.928571428571,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.933333333333,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.947368421053,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.95,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.952380952381,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,0.954545454545,5,0.8,0.999512142966951,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,Run 1,1.0,6,1.0,0.9940889325091624,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1,0.0,1,0.0,0.017986207955231072,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1::agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no12,Run 1,0.045454545455,1,0.0,0.017986207955231072,0.0
