outcome,question_id,progress,sufficiency_likelihood,evidence_coverage
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.555555555556,0.9933071497536828,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.571428571429,0.9933071497536828,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.578947368421,0.9933071497536828,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.583333333333,0.9933071497536828,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.590909090909,0.9933071497536828,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.6,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.615384615385,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.619047619048,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.625,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.631578947368,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.636363636364,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.642857142857,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.65,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.666666666667,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.681818181818,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.684210526316,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.692307692308,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.7,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.714285714286,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.727272727273,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.733333333333,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.736842105263,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.75,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.761904761905,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.769230769231,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.772727272727,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.777777777778,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.785714285714,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.789473684211,0.9099070109242131,0.6666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.8,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.809523809524,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.818181818182,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.833333333333,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.842105263158,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.846153846154,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.85,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.857142857143,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.863636363636,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.866666666667,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.875,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.888888888889,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.894736842105,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.9,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.904761904762,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.909090909091,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.916666666667,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.923076923077,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.928571428571,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.933333333333,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.947368421053,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.95,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.952380952381,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,0.954545454545,0.9740426434850707,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no0,1.0,0.9959298620075718,1.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.0,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.045454545455,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.047619047619,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.05,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.052631578947,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.066666666667,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.071428571429,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.076923076923,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.083333333333,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.090909090909,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.095238095238,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.1,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.105263157895,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.111111111111,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.125,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.133333333333,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.136363636364,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.142857142857,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.15,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.153846153846,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.157894736842,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.166666666667,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.181818181818,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.190476190476,0.02131364786375428,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.2,0.31336164980629155,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.210526315789,0.31336164980629155,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.214285714286,0.31336164980629155,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.222222222222,0.31336164980629155,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.227272727273,0.31336164980629155,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.230769230769,0.31336164980629155,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.238095238095,0.31336164980629155,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.25,0.6070733734126863,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.263157894737,0.6070733734126863,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.266666666667,0.6070733734126863,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.272727272727,0.6070733734126863,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.285714285714,0.6070733734126863,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.3,0.6070733734126863,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.307692307692,0.6070733734126863,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.315789473684,0.6070733734126863,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.318181818182,0.6070733734126863,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.333333333333,0.8884261658526728,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.35,0.8884261658526728,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.357142857143,0.8884261658526728,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.363636363636,0.8884261658526728,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.368421052632,0.8884261658526728,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.375,0.8884261658526728,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.380952380952,0.8884261658526728,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.384615384615,0.8884261658526728,0.0
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.4,0.7657888321216549,0.16666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.409090909091,0.7657888321216549,0.16666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.416666666667,0.7657888321216549,0.16666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.421052631579,0.7657888321216549,0.16666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.428571428571,0.7657888321216549,0.16666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.444444444444,0.7657888321216549,0.16666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.45,0.7657888321216549,0.16666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.454545454545,0.7657888321216549,0.16666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.461538461538,0.7657888321216549,0.16666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.466666666667,0.7657888321216549,0.16666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.473684210526,0.7657888321216549,0.16666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.47619047619,0.7657888321216549,0.16666666666666666
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.5,0.5776115202286998,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.52380952381,0.5776115202286998,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.526315789474,0.5776115202286998,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.533333333333,0.5776115202286998,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.538461538462,0.5776115202286998,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.545454545455,0.5776115202286998,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.55,0.5776115202286998,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.555555555556,0.5776115202286998,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.571428571429,0.5776115202286998,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.578947368421,0.5776115202286998,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.583333333333,0.5776115202286998,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.590909090909,0.5776115202286998,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.6,0.7270976116014926,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.615384615385,0.7270976116014926,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.619047619048,0.7270976116014926,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.625,0.7270976116014926,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.631578947368,0.7270976116014926,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.636363636364,0.7270976116014926,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.642857142857,0.7270976116014926,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.65,0.7270976116014926,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.666666666667,0.7513901452086157,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.681818181818,0.7513901452086157,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.684210526316,0.7513901452086157,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.692307692308,0.7513901452086157,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.7,0.7513901452086157,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.714285714286,0.7513901452086157,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.727272727273,0.7513901452086157,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.733333333333,0.7513901452086157,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.736842105263,0.7513901452086157,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.75,0.9573850393324891,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.761904761905,0.9573850393324891,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.769230769231,0.9573850393324891,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.772727272727,0.9573850393324891,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.777777777778,0.9573850393324891,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.785714285714,0.9573850393324891,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.789473684211,0.9573850393324891,0.3333333333333333
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.8,0.9639998711574278,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.809523809524,0.9639998711574278,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.818181818182,0.9639998711574278,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.833333333333,0.9639998711574278,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.842105263158,0.9639998711574278,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.846153846154,0.9639998711574278,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.85,0.9639998711574278,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.857142857143,0.9639998711574278,0.5
correct,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no1,0.863636363636,0.9639998711574278,0.5
