schema_version,gold_definition,question_id,qa_pair_id,question_ordinal,decision_step,decision_state_count,normalized_progress,capture_id,action_tool_names,terminal_trajectory_status,gold_hop_count,covered_hop_count,gold_coverage_r,covered_hop_indices,missing_hop_indices,newly_available_hop_indices,cumulative_read_memory_count,cumulative_read_memory_ids,official_gold_lww_conflicted,final_official_score,final_correct
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,1,17,0.058823529411764705,1789220509499495992-26660b263cf14c73a07790d06302adac,"[""search""]",insufficient,4,0,0.0,[],"[1,2,3,4]",[],0,[],True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,2,17,0.11764705882352941,1789220517306139286-26cdedeed948431180425babaf9d5f8c,"[""search""]",insufficient,4,0,0.0,[],"[1,2,3,4]",[],0,[],True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,3,17,0.17647058823529413,1789220539438713293-6a7610fc22ac48f6be53babea7dc66de,"[""read""]",insufficient,4,0,0.0,[],"[1,2,3,4]",[],0,[],True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,4,17,0.23529411764705882,1789220569878603576-76370d022c16455294a9a7bb39ded0fc,"[""search""]",insufficient,4,3,0.75,"[1,2,3]",[4],"[1,2,3]",5,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,5,17,0.29411764705882354,1789220581254298599-38dcfb0ff58f4c0397a442f962ea2a98,"[""search""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],5,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,6,17,0.35294117647058826,1789220593753130969-3e45ed3bd5764e25adcf06bc0b8e76a2,"[""search""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],5,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,7,17,0.4117647058823529,1789220613480446699-2c61cb05386840e4baaff752dfed7824,"[""search""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],5,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,8,17,0.47058823529411764,1789220643053339779-dd410c299b604c1ca4e40370d1e98a06,"[""search""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],5,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,9,17,0.5294117647058824,1789220665394465406-f0fce5dfd04e46e79a17eebb500a9544,"[""search_more""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],5,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,10,17,0.5882352941176471,1789220697797930963-2c80eb740f4b4912bdf1d559d8dadcb4,"[""read""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],5,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,11,17,0.6470588235294118,1789220747268541334-5fec3bd83f6d4c12abdbc2f42fbd09ab,"[""read""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],15,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd"",""m-95bbccbd6a08d16d05369687"",""m-154bcacb92d86a5c9d325b00"",""m-d8939565b192098f7742417a"",""m-8e14b81f299884f04aa016ff"",""m-65ddf9819a5ecf5e4656074f"",""m-971985574eb04740c13ad5c1"",""m-b4f7617ddfde634fb0ac7372"",""m-3d125b0f0545f62e1d4dad28"",""m-9114fa7460e0af8f396d5e59"",""m-e88cdf413fbf8a7ac37bd0fb""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,12,17,0.7058823529411765,1789221060100610824-1bfc91b4d82e4b1293c7cdb022a12e67,"[""read""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],17,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd"",""m-95bbccbd6a08d16d05369687"",""m-154bcacb92d86a5c9d325b00"",""m-d8939565b192098f7742417a"",""m-8e14b81f299884f04aa016ff"",""m-65ddf9819a5ecf5e4656074f"",""m-971985574eb04740c13ad5c1"",""m-b4f7617ddfde634fb0ac7372"",""m-3d125b0f0545f62e1d4dad28"",""m-9114fa7460e0af8f396d5e59"",""m-e88cdf413fbf8a7ac37bd0fb"",""m-a1a4edfb7fb9ec1bee215e03"",""m-32937397b194ea97822b7885""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,13,17,0.7647058823529411,1789221133104879700-741e1b29c00946a0a522eff2f4dd7b10,"[""search""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],20,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd"",""m-95bbccbd6a08d16d05369687"",""m-154bcacb92d86a5c9d325b00"",""m-d8939565b192098f7742417a"",""m-8e14b81f299884f04aa016ff"",""m-65ddf9819a5ecf5e4656074f"",""m-971985574eb04740c13ad5c1"",""m-b4f7617ddfde634fb0ac7372"",""m-3d125b0f0545f62e1d4dad28"",""m-9114fa7460e0af8f396d5e59"",""m-e88cdf413fbf8a7ac37bd0fb"",""m-a1a4edfb7fb9ec1bee215e03"",""m-32937397b194ea97822b7885"",""m-8988c2999d80d11c33dcaf06"",""m-39a70dddcdab182d48ea3d73"",""m-4629414582d97d69514c4643""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,14,17,0.8235294117647058,1789221143051232552-7f52301706e7474e8db92fca0cd0ad4b,"[""read""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],20,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd"",""m-95bbccbd6a08d16d05369687"",""m-154bcacb92d86a5c9d325b00"",""m-d8939565b192098f7742417a"",""m-8e14b81f299884f04aa016ff"",""m-65ddf9819a5ecf5e4656074f"",""m-971985574eb04740c13ad5c1"",""m-b4f7617ddfde634fb0ac7372"",""m-3d125b0f0545f62e1d4dad28"",""m-9114fa7460e0af8f396d5e59"",""m-e88cdf413fbf8a7ac37bd0fb"",""m-a1a4edfb7fb9ec1bee215e03"",""m-32937397b194ea97822b7885"",""m-8988c2999d80d11c33dcaf06"",""m-39a70dddcdab182d48ea3d73"",""m-4629414582d97d69514c4643""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,15,17,0.8823529411764706,1789221170636380131-f95feca493c244dca36f21161beeae46,"[""read""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],23,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd"",""m-95bbccbd6a08d16d05369687"",""m-154bcacb92d86a5c9d325b00"",""m-d8939565b192098f7742417a"",""m-8e14b81f299884f04aa016ff"",""m-65ddf9819a5ecf5e4656074f"",""m-971985574eb04740c13ad5c1"",""m-b4f7617ddfde634fb0ac7372"",""m-3d125b0f0545f62e1d4dad28"",""m-9114fa7460e0af8f396d5e59"",""m-e88cdf413fbf8a7ac37bd0fb"",""m-a1a4edfb7fb9ec1bee215e03"",""m-32937397b194ea97822b7885"",""m-8988c2999d80d11c33dcaf06"",""m-39a70dddcdab182d48ea3d73"",""m-4629414582d97d69514c4643"",""m-8a1ac4543999c1eeeb063bdd"",""m-0f10fff25f4f2295def856b4"",""m-25705ac9d5e8865bd0ef9821""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,16,17,0.9411764705882353,1789221197413894056-a8bcda0f2f6f41bd8fd291653c654c1f,"[""search""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],26,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd"",""m-95bbccbd6a08d16d05369687"",""m-154bcacb92d86a5c9d325b00"",""m-d8939565b192098f7742417a"",""m-8e14b81f299884f04aa016ff"",""m-65ddf9819a5ecf5e4656074f"",""m-971985574eb04740c13ad5c1"",""m-b4f7617ddfde634fb0ac7372"",""m-3d125b0f0545f62e1d4dad28"",""m-9114fa7460e0af8f396d5e59"",""m-e88cdf413fbf8a7ac37bd0fb"",""m-a1a4edfb7fb9ec1bee215e03"",""m-32937397b194ea97822b7885"",""m-8988c2999d80d11c33dcaf06"",""m-39a70dddcdab182d48ea3d73"",""m-4629414582d97d69514c4643"",""m-8a1ac4543999c1eeeb063bdd"",""m-0f10fff25f4f2295def856b4"",""m-25705ac9d5e8865bd0ef9821"",""m-9c66a5ec4a759d8795c58788"",""m-df5c8fccc1791c4df5c99f24"",""m-764a735eb863dbf0706b046a""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no2,factconsolidation_mh_262k_no2,2,17,17,1.0,1789221218884443881-1e5aa9014ba84bfc8001bffe40c05c81,"[""finish""]",insufficient,4,3,0.75,"[1,2,3]",[4],[],26,"[""m-2a33ae56e5df02e9a6e4fa1b"",""m-1d5745d8b432a6047b4dd936"",""m-942f5722dd6757610c2e118b"",""m-d378741b166342a8e5a0aca8"",""m-aff4df280c82222c41cd9dbd"",""m-95bbccbd6a08d16d05369687"",""m-154bcacb92d86a5c9d325b00"",""m-d8939565b192098f7742417a"",""m-8e14b81f299884f04aa016ff"",""m-65ddf9819a5ecf5e4656074f"",""m-971985574eb04740c13ad5c1"",""m-b4f7617ddfde634fb0ac7372"",""m-3d125b0f0545f62e1d4dad28"",""m-9114fa7460e0af8f396d5e59"",""m-e88cdf413fbf8a7ac37bd0fb"",""m-a1a4edfb7fb9ec1bee215e03"",""m-32937397b194ea97822b7885"",""m-8988c2999d80d11c33dcaf06"",""m-39a70dddcdab182d48ea3d73"",""m-4629414582d97d69514c4643"",""m-8a1ac4543999c1eeeb063bdd"",""m-0f10fff25f4f2295def856b4"",""m-25705ac9d5e8865bd0ef9821"",""m-9c66a5ec4a759d8795c58788"",""m-df5c8fccc1791c4df5c99f24"",""m-764a735eb863dbf0706b046a""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,factconsolidation_mh_262k_no3,3,1,5,0.2,1789220509481895748-6184aebfb15a4409b74ec01017da1d4c,"[""search""]",sufficient,2,0,0.0,[],"[1,2]",[],0,[],False,1.0,True
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,factconsolidation_mh_262k_no3,3,2,5,0.4,1789220517299637937-aa63862ee9f74b89a847a2e7ad072aff,"[""read""]",sufficient,2,0,0.0,[],"[1,2]",[],0,[],False,1.0,True
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,factconsolidation_mh_262k_no3,3,3,5,0.6,1789220526963231797-4edc8582cb294eef885001fa89ffaf91,"[""search""]",sufficient,2,1,0.5,[1],[2],[1],1,"[""m-764a735eb863dbf0706b046a""]",False,1.0,True
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,factconsolidation_mh_262k_no3,3,4,5,0.8,1789220548279996562-d0d5ddf69f6249f384d65db7ac5ae7a8,"[""read""]",sufficient,2,1,0.5,[1],[2],[],1,"[""m-764a735eb863dbf0706b046a""]",False,1.0,True
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no3,factconsolidation_mh_262k_no3,3,5,5,1.0,1789220566500824983-dee353d25a1240dbbc45f200ea89b78d,"[""finish""]",sufficient,2,2,1.0,"[1,2]",[],[2],2,"[""m-764a735eb863dbf0706b046a"",""m-7c5d78490bb6e83cf8439922""]",False,1.0,True
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,factconsolidation_mh_262k_no4,4,1,14,0.07142857142857142,1789220509490245311-20e78902c32c4ac8b9d0f769a19d06a5,"[""search""]",sufficient,2,0,0.0,[],"[1,2]",[],0,[],True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,factconsolidation_mh_262k_no4,4,2,14,0.14285714285714285,1789220517296984946-48107267c8fd4034a9850f73eac87cd8,"[""read""]",sufficient,2,0,0.0,[],"[1,2]",[],0,[],True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,factconsolidation_mh_262k_no4,4,3,14,0.21428571428571427,1789220529658709660-16d54c1f618f4be8a3760fa03874cd6b,"[""search""]",sufficient,2,0,0.0,[],"[1,2]",[],1,"[""m-ae3c59715d1425023fba9b40""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,factconsolidation_mh_262k_no4,4,4,14,0.2857142857142857,1789220553896366143-6e3d9d2112e649caab91e2a90d77f7de,"[""search""]",sufficient,2,0,0.0,[],"[1,2]",[],1,"[""m-ae3c59715d1425023fba9b40""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,factconsolidation_mh_262k_no4,4,5,14,0.35714285714285715,1789220590081260839-d3a1184c7d7f4eaf8988f8bd9ab0ca53,"[""search""]",sufficient,2,0,0.0,[],"[1,2]",[],1,"[""m-ae3c59715d1425023fba9b40""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,factconsolidation_mh_262k_no4,4,6,14,0.42857142857142855,1789220609800079438-3341fa8dddff414d9d03e03884ff20da,"[""search""]",sufficient,2,0,0.0,[],"[1,2]",[],1,"[""m-ae3c59715d1425023fba9b40""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,factconsolidation_mh_262k_no4,4,7,14,0.5,1789220633521587797-39aa6aa029ee45cf937a58529fd355fc,"[""search""]",sufficient,2,0,0.0,[],"[1,2]",[],1,"[""m-ae3c59715d1425023fba9b40""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,factconsolidation_mh_262k_no4,4,8,14,0.5714285714285714,1789220651999679416-e6b22ebbfaa6458cb960dada71248a4b,"[""search""]",sufficient,2,0,0.0,[],"[1,2]",[],1,"[""m-ae3c59715d1425023fba9b40""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,factconsolidation_mh_262k_no4,4,9,14,0.6428571428571429,1789220668978281874-3814b80635c04f4481c7f147870d0e34,"[""read""]",sufficient,2,0,0.0,[],"[1,2]",[],1,"[""m-ae3c59715d1425023fba9b40""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,factconsolidation_mh_262k_no4,4,10,14,0.7142857142857143,1789220696487815030-bcfaee303792432f961281a89e60bf5d,"[""search""]",sufficient,2,0,0.0,[],"[1,2]",[],2,"[""m-ae3c59715d1425023fba9b40"",""m-95bbccbd6a08d16d05369687""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,factconsolidation_mh_262k_no4,4,11,14,0.7857142857142857,1789220711640527692-bd97f5181a7149bb9f6f7517071eb2a4,"[""search""]",sufficient,2,0,0.0,[],"[1,2]",[],2,"[""m-ae3c59715d1425023fba9b40"",""m-95bbccbd6a08d16d05369687""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,factconsolidation_mh_262k_no4,4,12,14,0.8571428571428571,1789220723045160855-044393f4f6cf4efd8f5c18419fa8ae83,"[""read""]",sufficient,2,0,0.0,[],"[1,2]",[],2,"[""m-ae3c59715d1425023fba9b40"",""m-95bbccbd6a08d16d05369687""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,factconsolidation_mh_262k_no4,4,13,14,0.9285714285714286,1789221150744865837-a1375becd2884af88ca2dfa73bd2caae,"[""read""]",sufficient,2,2,1.0,"[1,2]",[],"[1,2]",4,"[""m-ae3c59715d1425023fba9b40"",""m-95bbccbd6a08d16d05369687"",""m-b4f7617ddfde634fb0ac7372"",""m-323e3517faf8135a089224ca""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no4,factconsolidation_mh_262k_no4,4,14,14,1.0,1789221176719085445-41abde5a2ece41319218e735e0567b7e,"[""finish""]",sufficient,2,2,1.0,"[1,2]",[],[],5,"[""m-ae3c59715d1425023fba9b40"",""m-95bbccbd6a08d16d05369687"",""m-b4f7617ddfde634fb0ac7372"",""m-323e3517faf8135a089224ca"",""m-6fd0269b08ed390fee96395f""]",True,0.0,False
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,factconsolidation_mh_262k_no5,5,1,7,0.14285714285714285,1789220509513318659-0849fa534c154885a1abc8edf3182869,"[""search""]",sufficient,4,0,0.0,[],"[1,2,3,4]",[],0,[],False,1.0,True
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,factconsolidation_mh_262k_no5,5,2,7,0.2857142857142857,1789220517296399471-32d53d7221644330a2bfb47fd6e2906e,"[""read""]",sufficient,4,0,0.0,[],"[1,2,3,4]",[],0,[],False,1.0,True
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,factconsolidation_mh_262k_no5,5,3,7,0.42857142857142855,1789220526951960500-ec4d3ef8ae844c10b9a1a296d63866ce,"[""search""]",sufficient,4,1,0.25,[1],"[2,3,4]",[1],1,"[""m-9c66a5ec4a759d8795c58788""]",False,1.0,True
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,factconsolidation_mh_262k_no5,5,4,7,0.5714285714285714,1789220531213725981-201c047dd8cb41a692925f3964d7031c,"[""read""]",sufficient,4,1,0.25,[1],"[2,3,4]",[],1,"[""m-9c66a5ec4a759d8795c58788""]",False,1.0,True
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,factconsolidation_mh_262k_no5,5,5,7,0.7142857142857143,1789220555555427462-90e4638b910f4f23b4ed58afd0614bce,"[""search""]",sufficient,4,4,1.0,"[1,2,3,4]",[],"[2,3,4]",3,"[""m-9c66a5ec4a759d8795c58788"",""m-d8939565b192098f7742417a"",""m-aff4df280c82222c41cd9dbd""]",False,1.0,True
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,factconsolidation_mh_262k_no5,5,6,7,0.8571428571428571,1789220574057636195-b8952302da9f42728ba08965ff46115f,"[""read""]",sufficient,4,4,1.0,"[1,2,3,4]",[],[],3,"[""m-9c66a5ec4a759d8795c58788"",""m-d8939565b192098f7742417a"",""m-aff4df280c82222c41cd9dbd""]",False,1.0,True
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no5,factconsolidation_mh_262k_no5,5,7,7,1.0,1789220603585287832-92cb2c9439434d81928b30e17c799a13,"[""finish""]",sufficient,4,4,1.0,"[1,2,3,4]",[],[],4,"[""m-9c66a5ec4a759d8795c58788"",""m-d8939565b192098f7742417a"",""m-aff4df280c82222c41cd9dbd"",""m-fe91a1e8a803d8f45780f318""]",False,1.0,True
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,factconsolidation_mh_262k_no6,6,1,3,0.3333333333333333,1789220509516006047-c034cd6e7d7d48c79a7a26ebb745abbe,"[""search""]",sufficient,2,0,0.0,[],"[1,2]",[],0,[],False,1.0,True
1,official_mquake_label_chain,agentmemorybench:fact-mh-262k:context-0/factconsolidation_mh_262k_no6,factconsolidation_mh_262k_no6,6,2,3,0.6666666666666666,1789220517297584023-97a6509ca3604be18e615f661c8635a0,"[""read""]",sufficient,2,0,0.0,[],"[1,2]",[],0,[],False,1.0,True
